benchmark_case_id,benchmark_name,benchmark_version,benchmark_revision,source_file,label_source,vulnerability_label,expected_result,cwe,ground_truth_granularity,endpoint,crawler_url,request_shape,source_request_method,input_carrier_shape,primary_input_carrier,controllable_input_count,controllable_input_names,content_type,sql_operation_category,sql_operation_markers,read_write_category,execution_api,response_observability,boolean_verifier_applicability,transport_compatibility,sql_verifier_compatibility,compatibility_class,eligible_original_external_evaluation,eligible_candidate_ranking,required_adapter,adapter_requirements,incompatibility_reason,classification_reason,candidate_representation_support,candidate_representation_gap,sanitization_required,sanitized_candidate_id,sanitized_action_path,retained_model_facing_fields,excluded_from_model_input_fields,model_facing_preview,audit_status,auditor_notes
BenchmarkTest01468,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01468.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-03/BenchmarkTest01468,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01468,POST_form,GET_delegates_to_POST,formparam+formparam,formparam,2,answer;bar,text/html;charset=UTF-8,select_like,select,read_like,unknown,writer_output_detected,manual_review_required,adapter_feasible,manual_review_required,MANUAL_REVIEW,false,false,form_parameter_adapter;multi_form_parameter_adapter,submit original form parameters with deterministic values;preserve companion form parameters,read-like SQL detected but static response oracle is insufficient,read-like SQL detected but static response oracle is insufficient,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,static source inspection completed
BenchmarkTest01469,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01469.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-03/BenchmarkTest01469,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01469,POST_form,GET_delegates_to_POST,formparam+formparam,formparam,2,answer;bar,text/html;charset=UTF-8,select_like,select,read_like,unknown,writer_output_detected,manual_review_required,adapter_feasible,manual_review_required,MANUAL_REVIEW,false,false,form_parameter_adapter;multi_form_parameter_adapter,submit original form parameters with deterministic values;preserve companion form parameters,read-like SQL detected but static response oracle is insufficient,read-like SQL detected but static response oracle is insufficient,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,static source inspection completed
BenchmarkTest01470,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01470.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-03/BenchmarkTest01470,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01470,POST_form,GET_delegates_to_POST,formparam+formparam,formparam,2,answer;bar,text/html;charset=UTF-8,select_like,select,read_like,unknown,writer_output_detected,manual_review_required,adapter_feasible,manual_review_required,MANUAL_REVIEW,false,false,form_parameter_adapter;multi_form_parameter_adapter,submit original form parameters with deterministic values;preserve companion form parameters,read-like SQL detected but static response oracle is insufficient,read-like SQL detected but static response oracle is insufficient,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,static source inspection completed
BenchmarkTest01471,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01471.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-03/BenchmarkTest01471,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01471,POST_form,GET_delegates_to_POST,formparam+formparam,formparam,2,answer;bar,text/html;charset=UTF-8,select_like,select,read_like,unknown,writer_output_detected,manual_review_required,adapter_feasible,manual_review_required,MANUAL_REVIEW,false,false,form_parameter_adapter;multi_form_parameter_adapter,submit original form parameters with deterministic values;preserve companion form parameters,read-like SQL detected but static response oracle is insufficient,read-like SQL detected but static response oracle is insufficient,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,static source inspection completed
BenchmarkTest01472,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01472.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-03/BenchmarkTest01472,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01472,POST_form,GET_delegates_to_POST,formparam+formparam,formparam,2,answer;bar,text/html;charset=UTF-8,select_like,select,read_like,unknown,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,form_parameter_adapter;multi_form_parameter_adapter,submit original form parameters with deterministic values;preserve companion form parameters,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000261,/external-v15/case-000261,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000261"", ""editable_input_count"": 2, ""http_method"": ""POST_or_request_metadata"", ""input_carrier"": ""form_parameter"", ""input_count_category"": ""small_multi"", ""multiple_parameters"": true, ""request_shape"": ""form"", ""sanitized_action_path"": ""/external-v15/case-000261"", ""transport_adapter_category"": ""form""}",audited,static source inspection completed
BenchmarkTest01473,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01473.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-03/BenchmarkTest01473,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01473,POST_form,GET_delegates_to_POST,formparam+formparam,formparam,2,answer;bar,text/html;charset=UTF-8,select_like,select,read_like,execute,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,form_parameter_adapter;multi_form_parameter_adapter,submit original form parameters with deterministic values;preserve companion form parameters,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000262,/external-v15/case-000262,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000262"", ""editable_input_count"": 2, ""http_method"": ""POST_or_request_metadata"", ""input_carrier"": ""form_parameter"", ""input_count_category"": ""small_multi"", ""multiple_parameters"": true, ""request_shape"": ""form"", ""sanitized_action_path"": ""/external-v15/case-000262"", ""transport_adapter_category"": ""form""}",audited,static source inspection completed
BenchmarkTest01474,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01474.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-03/BenchmarkTest01474,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01474,POST_form,GET_delegates_to_POST,formparam+formparam,formparam,2,answer;bar,text/html;charset=UTF-8,insert,insert;execute_update,write_or_state_changing,executeUpdate,writer_output_detected,not_applicable_non_destructive_conflict,adapter_feasible,not_applicable_non_destructive_conflict,EXCLUDED,false,false,form_parameter_adapter;multi_form_parameter_adapter,submit original form parameters with deterministic values;preserve companion form parameters,write/state-changing SQL conflicts with non-destructive verifier philosophy,write/state-changing SQL conflicts with non-destructive verifier philosophy,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,executeUpdate call statically detected
BenchmarkTest01475,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01475.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-03/BenchmarkTest01475,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01475,POST_form,GET_delegates_to_POST,formparam+formparam,formparam,2,answer;bar,text/html;charset=UTF-8,insert,insert;execute_update,write_or_state_changing,executeUpdate,writer_output_detected,not_applicable_non_destructive_conflict,adapter_feasible,not_applicable_non_destructive_conflict,EXCLUDED,false,false,form_parameter_adapter;multi_form_parameter_adapter,submit original form parameters with deterministic values;preserve companion form parameters,write/state-changing SQL conflicts with non-destructive verifier philosophy,write/state-changing SQL conflicts with non-destructive verifier philosophy,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,executeUpdate call statically detected
BenchmarkTest01476,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01476.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-03/BenchmarkTest01476,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01476,POST_form,GET_delegates_to_POST,formparam+formparam,formparam,2,answer;bar,text/html;charset=UTF-8,insert,insert;execute_update,write_or_state_changing,executeUpdate,writer_output_detected,not_applicable_non_destructive_conflict,adapter_feasible,not_applicable_non_destructive_conflict,EXCLUDED,false,false,form_parameter_adapter;multi_form_parameter_adapter,submit original form parameters with deterministic values;preserve companion form parameters,write/state-changing SQL conflicts with non-destructive verifier philosophy,write/state-changing SQL conflicts with non-destructive verifier philosophy,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,executeUpdate call statically detected
BenchmarkTest01477,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01477.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-03/BenchmarkTest01477,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01477,POST_form,GET_delegates_to_POST,formparam+formparam,formparam,2,answer;bar,text/html;charset=UTF-8,insert,insert;execute_update,write_or_state_changing,executeUpdate,writer_output_detected,not_applicable_non_destructive_conflict,adapter_feasible,not_applicable_non_destructive_conflict,EXCLUDED,false,false,form_parameter_adapter;multi_form_parameter_adapter,submit original form parameters with deterministic values;preserve companion form parameters,write/state-changing SQL conflicts with non-destructive verifier philosophy,write/state-changing SQL conflicts with non-destructive verifier philosophy,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,executeUpdate call statically detected
BenchmarkTest01552,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01552.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-03/BenchmarkTest01552,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01552,POST_form,GET_delegates_to_POST,formparam+formparam+formparam,formparam,3,password;email;BenchmarkTest01552,text/html;charset=UTF-8,select_like,select;prepared_statement,read_like,execute;prepareStatement,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,form_parameter_adapter;multi_form_parameter_adapter,submit original form parameters with deterministic values;preserve companion form parameters,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000267,/external-v15/case-000267,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000267"", ""editable_input_count"": 3, ""http_method"": ""POST_or_request_metadata"", ""input_carrier"": ""form_parameter"", ""input_count_category"": ""small_multi"", ""multiple_parameters"": true, ""request_shape"": ""form"", ""sanitized_action_path"": ""/external-v15/case-000267"", ""transport_adapter_category"": ""form""}",audited,static source inspection completed
BenchmarkTest01553,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01553.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-03/BenchmarkTest01553,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01553,POST_form,GET_delegates_to_POST,formparam+formparam+formparam+formparam,formparam,4,productID;secure;foo;BenchmarkTest01553,text/html;charset=UTF-8,select_like,select,read_like,execute,writer_output_detected,manual_review_required,adapter_feasible,manual_review_required,MANUAL_REVIEW,false,false,form_parameter_adapter;multi_form_parameter_adapter,submit original form parameters with deterministic values;preserve companion form parameters,read-like SQL detected but static response oracle is insufficient,read-like SQL detected but static response oracle is insufficient,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,static source inspection completed
BenchmarkTest01554,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01554.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-03/BenchmarkTest01554,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01554,POST_form,GET_delegates_to_POST,formparam,formparam,1,BenchmarkTest01554,text/html;charset=UTF-8,select_like,select,read_like,unknown,writer_output_detected,manual_review_required,adapter_feasible,manual_review_required,MANUAL_REVIEW,false,false,form_parameter_adapter,submit original form parameters with deterministic values,read-like SQL detected but static response oracle is insufficient,read-like SQL detected but static response oracle is insufficient,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,static source inspection completed
BenchmarkTest01555,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01555.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-03/BenchmarkTest01555,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01555,POST_form,GET_delegates_to_POST,formparam,formparam,1,BenchmarkTest01555,text/html;charset=UTF-8,select_like,select,read_like,unknown,writer_output_detected,manual_review_required,adapter_feasible,manual_review_required,MANUAL_REVIEW,false,false,form_parameter_adapter,submit original form parameters with deterministic values,read-like SQL detected but static response oracle is insufficient,read-like SQL detected but static response oracle is insufficient,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,static source inspection completed
BenchmarkTest01556,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01556.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-03/BenchmarkTest01556,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01556,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest01556,text/html;charset=UTF-8,select_like,select,read_like,unknown,writer_output_detected,manual_review_required,adapter_feasible,manual_review_required,MANUAL_REVIEW,false,false,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,read-like SQL detected but static response oracle is insufficient,read-like SQL detected but static response oracle is insufficient,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,static source inspection completed
BenchmarkTest01557,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01557.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-03/BenchmarkTest01557,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01557,POST_form,GET_delegates_to_POST,formparam+formparam+formparam,formparam,3,password;email;BenchmarkTest01557,text/html;charset=UTF-8,select_like,select,read_like,execute,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,form_parameter_adapter;multi_form_parameter_adapter,submit original form parameters with deterministic values;preserve companion form parameters,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000272,/external-v15/case-000272,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000272"", ""editable_input_count"": 3, ""http_method"": ""POST_or_request_metadata"", ""input_carrier"": ""form_parameter"", ""input_count_category"": ""small_multi"", ""multiple_parameters"": true, ""request_shape"": ""form"", ""sanitized_action_path"": ""/external-v15/case-000272"", ""transport_adapter_category"": ""form""}",audited,static source inspection completed
BenchmarkTest01558,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01558.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-03/BenchmarkTest01558,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01558,POST_form,GET_delegates_to_POST,formparam+formparam+formparam+formparam,formparam,4,productID;secure;foo;BenchmarkTest01558,text/html;charset=UTF-8,select_like,select,read_like,execute,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,form_parameter_adapter;multi_form_parameter_adapter,submit original form parameters with deterministic values;preserve companion form parameters,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000273,/external-v15/case-000273,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000273"", ""editable_input_count"": 4, ""http_method"": ""POST_or_request_metadata"", ""input_carrier"": ""form_parameter"", ""input_count_category"": ""larger_multi"", ""multiple_parameters"": true, ""request_shape"": ""form"", ""sanitized_action_path"": ""/external-v15/case-000273"", ""transport_adapter_category"": ""form""}",audited,static source inspection completed
BenchmarkTest01559,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01559.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-03/BenchmarkTest01559,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01559,POST_form,GET_delegates_to_POST,formparam,formparam,1,BenchmarkTest01559,text/html;charset=UTF-8,select_like,select,read_like,execute,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,form_parameter_adapter,submit original form parameters with deterministic values,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000274,/external-v15/case-000274,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000274"", ""editable_input_count"": 1, ""http_method"": ""POST_or_request_metadata"", ""input_carrier"": ""form_parameter"", ""input_count_category"": ""single"", ""multiple_parameters"": false, ""request_shape"": ""form"", ""sanitized_action_path"": ""/external-v15/case-000274"", ""transport_adapter_category"": ""form""}",audited,static source inspection completed
BenchmarkTest01560,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01560.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-03/BenchmarkTest01560,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01560,POST_form,GET_delegates_to_POST,formparam,formparam,1,BenchmarkTest01560,text/html;charset=UTF-8,insert,insert;execute_update,write_or_state_changing,executeUpdate,writer_output_detected,not_applicable_non_destructive_conflict,adapter_feasible,not_applicable_non_destructive_conflict,EXCLUDED,false,false,form_parameter_adapter,submit original form parameters with deterministic values,write/state-changing SQL conflicts with non-destructive verifier philosophy,write/state-changing SQL conflicts with non-destructive verifier philosophy,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,executeUpdate call statically detected
BenchmarkTest01620,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01620.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-03/BenchmarkTest01620,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01620,POST_form,GET_delegates_to_POST,formparam,formparam,1,BenchmarkTest01620,text/html;charset=UTF-8,stored_procedure,stored_procedure;execute_query,stored_procedure_ambiguous,executeQuery;prepareCall,result_rows_written,not_applicable_stored_procedure_ambiguous,adapter_feasible,not_applicable_stored_procedure_ambiguous,EXCLUDED,false,false,form_parameter_adapter,submit original form parameters with deterministic values,stored procedure behavior cannot be assumed read-only by static audit,stored procedure behavior cannot be assumed read-only by static audit,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,stored procedure call statically detected
BenchmarkTest01621,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01621.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-03/BenchmarkTest01621,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01621,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest01621,text/html;charset=UTF-8,stored_procedure,stored_procedure;execute_query,stored_procedure_ambiguous,executeQuery;prepareCall,result_rows_written,not_applicable_stored_procedure_ambiguous,adapter_feasible,not_applicable_stored_procedure_ambiguous,EXCLUDED,false,false,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,stored procedure behavior cannot be assumed read-only by static audit,stored procedure behavior cannot be assumed read-only by static audit,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,stored procedure call statically detected
BenchmarkTest01622,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01622.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-03/BenchmarkTest01622,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01622,POST_form,GET_delegates_to_POST,formparam+formparam+formparam,formparam,3,password;email;BenchmarkTest01622,text/html;charset=UTF-8,stored_procedure,stored_procedure;execute_query,stored_procedure_ambiguous,executeQuery;prepareCall,result_rows_written,not_applicable_stored_procedure_ambiguous,adapter_feasible,not_applicable_stored_procedure_ambiguous,EXCLUDED,false,false,form_parameter_adapter;multi_form_parameter_adapter,submit original form parameters with deterministic values;preserve companion form parameters,stored procedure behavior cannot be assumed read-only by static audit,stored procedure behavior cannot be assumed read-only by static audit,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,stored procedure call statically detected
BenchmarkTest01623,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01623.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-03/BenchmarkTest01623,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01623,POST_form,GET_delegates_to_POST,formparam+formparam+formparam+formparam,formparam,4,productID;secure;foo;BenchmarkTest01623,text/html;charset=UTF-8,stored_procedure,stored_procedure;execute_query,stored_procedure_ambiguous,executeQuery;prepareCall,result_rows_written,not_applicable_stored_procedure_ambiguous,adapter_feasible,not_applicable_stored_procedure_ambiguous,EXCLUDED,false,false,form_parameter_adapter;multi_form_parameter_adapter,submit original form parameters with deterministic values;preserve companion form parameters,stored procedure behavior cannot be assumed read-only by static audit,stored procedure behavior cannot be assumed read-only by static audit,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,stored procedure call statically detected
BenchmarkTest01624,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01624.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-03/BenchmarkTest01624,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01624,POST_form,GET_delegates_to_POST,formparam,formparam,1,BenchmarkTest01624,text/html;charset=UTF-8,select_like,select,read_like,unknown,writer_output_detected,manual_review_required,adapter_feasible,manual_review_required,MANUAL_REVIEW,false,false,form_parameter_adapter,submit original form parameters with deterministic values,read-like SQL detected but static response oracle is insufficient,read-like SQL detected but static response oracle is insufficient,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,static source inspection completed
BenchmarkTest01625,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01625.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-03/BenchmarkTest01625,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01625,POST_form,GET_delegates_to_POST,formparam,formparam,1,BenchmarkTest01625,text/html;charset=UTF-8,select_like,select,read_like,unknown,writer_output_detected,manual_review_required,adapter_feasible,manual_review_required,MANUAL_REVIEW,false,false,form_parameter_adapter,submit original form parameters with deterministic values,read-like SQL detected but static response oracle is insufficient,read-like SQL detected but static response oracle is insufficient,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,static source inspection completed
