benchmark_case_id,benchmark_name,benchmark_version,benchmark_revision,source_file,label_source,vulnerability_label,expected_result,ground_truth_granularity,request_method,input_source,endpoint,parameter,content_type,encoding_or_transform,context_or_category,authentication_required,stateful_prerequisite,current_framework_compatible,compatibility_class,evaluation_role,incompatibility_reason,required_adapter,adapter_changes_vulnerability_semantics,verifier_compatible,payload_support,candidate_representation_support,candidate_representation_gap,eligible_for_direct_external_execution,eligible_for_external_ranking,ranking_candidate_source,benchmark_identity_leakage_fields,sanitization_required,sanitized_candidate_id,sanitized_action_path,sanitized_parameter_name,retained_model_facing_fields,excluded_from_model_input_fields,exclusion_reason,audit_status,auditor_notes
BenchmarkTest01589,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01589.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,parameter,/xss-03/BenchmarkTest01589,BenchmarkTest01589,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000255,/external-v14/case-000255,input_000255,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest01590,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01590.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,parameter,/xss-03/BenchmarkTest01590,BenchmarkTest01590,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000256,/external-v14/case-000256,input_000256,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest01591,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01591.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,parameter,/xss-03/BenchmarkTest01591,BenchmarkTest01591,text/html;charset=UTF-8,base64_transform,cwe-79,not_identified,not_identified,true,DIRECT,READINESS_ONLY,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000257,/external-v14/case-000257,input_000257,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest01592,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01592.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,parameter,/xss-03/BenchmarkTest01592,BenchmarkTest01592,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000258,/external-v14/case-000258,input_000258,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest01593,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01593.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,parameter,/xss-03/BenchmarkTest01593,BenchmarkTest01593,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000259,/external-v14/case-000259,input_000259,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest01594,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01594.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,parameter,/xss-03/BenchmarkTest01594,BenchmarkTest01594,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000260,/external-v14/case-000260,input_000260,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest01595,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01595.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,parameter,/xss-03/BenchmarkTest01595,BenchmarkTest01595,text/html;charset=UTF-8,html_encoding;string_escape_utils,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000261,/external-v14/case-000261,input_000261,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest01596,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01596.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,parameter,/xss-03/BenchmarkTest01596,BenchmarkTest01596,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000262,/external-v14/case-000262,input_000262,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest01597,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01597.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,parameter,/xss-03/BenchmarkTest01597,BenchmarkTest01597,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000263,/external-v14/case-000263,input_000263,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest01598,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01598.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,parameter,/xss-03/BenchmarkTest01598,BenchmarkTest01598,text/html;charset=UTF-8,base64_transform,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000264,/external-v14/case-000264,input_000264,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest01599,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01599.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,parameter,/xss-03/BenchmarkTest01599,BenchmarkTest01599,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000265,/external-v14/case-000265,input_000265,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,
BenchmarkTest01657,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01657.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,query_string,/xss-03/BenchmarkTest01657,BenchmarkTest01657,text/html;charset=UTF-8,url_decode,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000266,/external-v14/case-000266,input_000266,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,query string parsed manually for benchmark parameter
BenchmarkTest01658,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01658.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,query_string,/xss-03/BenchmarkTest01658,BenchmarkTest01658,text/html;charset=UTF-8,url_decode,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000267,/external-v14/case-000267,input_000267,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,query string parsed manually for benchmark parameter
BenchmarkTest01659,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01659.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,query_string,/xss-03/BenchmarkTest01659,BenchmarkTest01659,text/html;charset=UTF-8,url_decode,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000268,/external-v14/case-000268,input_000268,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,query string parsed manually for benchmark parameter
BenchmarkTest01660,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01660.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,query_string,/xss-03/BenchmarkTest01660,BenchmarkTest01660,text/html;charset=UTF-8,url_decode,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000269,/external-v14/case-000269,input_000269,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,query string parsed manually for benchmark parameter
BenchmarkTest01661,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01661.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,query_string,/xss-03/BenchmarkTest01661,BenchmarkTest01661,text/html;charset=UTF-8,url_decode,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000270,/external-v14/case-000270,input_000270,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,query string parsed manually for benchmark parameter
BenchmarkTest01662,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01662.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,query_string,/xss-03/BenchmarkTest01662,BenchmarkTest01662,text/html;charset=UTF-8,url_decode;base64_transform,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000271,/external-v14/case-000271,input_000271,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,query string parsed manually for benchmark parameter
BenchmarkTest01663,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01663.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,query_string,/xss-03/BenchmarkTest01663,BenchmarkTest01663,text/html;charset=UTF-8,url_decode,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000272,/external-v14/case-000272,input_000272,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,query string parsed manually for benchmark parameter
BenchmarkTest01664,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01664.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,query_string,/xss-03/BenchmarkTest01664,BenchmarkTest01664,text/html;charset=UTF-8,url_decode;html_encoding,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000273,/external-v14/case-000273,input_000273,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,query string parsed manually for benchmark parameter
BenchmarkTest01665,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01665.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,query_string,/xss-03/BenchmarkTest01665,BenchmarkTest01665,text/html;charset=UTF-8,url_decode,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000274,/external-v14/case-000274,input_000274,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,query string parsed manually for benchmark parameter
BenchmarkTest01666,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01666.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,query_string,/xss-03/BenchmarkTest01666,BenchmarkTest01666,text/html;charset=UTF-8,url_decode,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000275,/external-v14/case-000275,input_000275,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,query string parsed manually for benchmark parameter
BenchmarkTest01667,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01667.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,query_string,/xss-03/BenchmarkTest01667,BenchmarkTest01667,text/html;charset=UTF-8,url_decode,cwe-79,not_identified,not_identified,true,DIRECT,READINESS_ONLY,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000276,/external-v14/case-000276,input_000276,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,query string parsed manually for benchmark parameter
BenchmarkTest01668,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01668.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,query_string,/xss-03/BenchmarkTest01668,BenchmarkTest01668,text/html;charset=UTF-8,url_decode,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000277,/external-v14/case-000277,input_000277,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,query string parsed manually for benchmark parameter
BenchmarkTest01669,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01669.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,query_string,/xss-03/BenchmarkTest01669,BenchmarkTest01669,text/html;charset=UTF-8,url_decode;html_encoding,cwe-79,not_identified,not_identified,true,DIRECT,FINAL_CONFIRMATORY_ELIGIBLE,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000278,/external-v14/case-000278,input_000278,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,query string parsed manually for benchmark parameter
BenchmarkTest01670,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01670.java,expectedresults-1.2.csv,xss,vulnerable,case_level,GET_delegates_to_POST,query_string,/xss-03/BenchmarkTest01670,BenchmarkTest01670,text/html;charset=UTF-8,url_decode,cwe-79,not_identified,not_identified,true,DIRECT,READINESS_ONLY,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000279,/external-v14/case-000279,input_000279,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,query string parsed manually for benchmark parameter
BenchmarkTest01671,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01671.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,query_string,/xss-03/BenchmarkTest01671,BenchmarkTest01671,text/html;charset=UTF-8,url_decode;html_encoding,cwe-79,not_identified,not_identified,true,DIRECT,READINESS_ONLY,,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,current,,true,true,metadata_constructed,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,ox14-c000280,/external-v14/case-000280,input_000280,opaque_candidate_id;sanitized_action_path;method;sanitized_parameter_name;input_source;input_type;editable_input_count;required_input_count;parameter_count,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,,audited,query string parsed manually for benchmark parameter
BenchmarkTest01767,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01767.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,no_external_input,/xss-03/BenchmarkTest01767,BenchmarkTest01767,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,false,EXCLUDED,EXCLUDED,no_externally_controllable_input_source,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,unnecessary,,false,false,not_eligible,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,,,,,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,no_externally_controllable_input_source,audited,helper returns a static safe value rather than request input
BenchmarkTest01768,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01768.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,no_external_input,/xss-03/BenchmarkTest01768,BenchmarkTest01768,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,false,EXCLUDED,EXCLUDED,no_externally_controllable_input_source,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,unnecessary,,false,false,not_eligible,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,,,,,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,no_externally_controllable_input_source,audited,helper returns a static safe value rather than request input
BenchmarkTest01769,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01769.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,no_external_input,/xss-03/BenchmarkTest01769,BenchmarkTest01769,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,false,EXCLUDED,EXCLUDED,no_externally_controllable_input_source,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,unnecessary,,false,false,not_eligible,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,,,,,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,no_externally_controllable_input_source,audited,helper returns a static safe value rather than request input
BenchmarkTest01770,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01770.java,expectedresults-1.2.csv,xss,non_vulnerable,case_level,GET_delegates_to_POST,no_external_input,/xss-03/BenchmarkTest01770,BenchmarkTest01770,text/html;charset=UTF-8,none_identified,cwe-79,not_identified,not_identified,false,EXCLUDED,EXCLUDED,no_externally_controllable_input_source,,not_applicable,current_marker_control_likely_sufficient,current_marker_control,unnecessary,,false,false,not_eligible,benchmark_case_id;source_file;java_class_name;servlet_route;vulnerability_label;expected_result;parameter,true,,,,,benchmark_case_id;source_file;java_class_name;servlet_name;vulnerability_label;expected_result;ground_truth,no_externally_controllable_input_source,audited,helper returns a static safe value rather than request input
