sequence,arm_id,scenario_id,trial_number,snapshot_path,candidate_test_budget,top_k,scored
1401,proprietary_gpt,ow14-s0227,5,model-facing/candidate-snapshots/ow14-s0227.json,4,4,true
1402,proprietary_gpt,ow14-s0228,1,model-facing/candidate-snapshots/ow14-s0228.json,4,4,true
1403,proprietary_gpt,ow14-s0228,2,model-facing/candidate-snapshots/ow14-s0228.json,4,4,true
1404,proprietary_gpt,ow14-s0228,3,model-facing/candidate-snapshots/ow14-s0228.json,4,4,true
1405,proprietary_gpt,ow14-s0228,4,model-facing/candidate-snapshots/ow14-s0228.json,4,4,true
1406,proprietary_gpt,ow14-s0228,5,model-facing/candidate-snapshots/ow14-s0228.json,4,4,true
1407,proprietary_gpt,ow14-s0229,1,model-facing/candidate-snapshots/ow14-s0229.json,4,4,true
1408,proprietary_gpt,ow14-s0229,2,model-facing/candidate-snapshots/ow14-s0229.json,4,4,true
1409,proprietary_gpt,ow14-s0229,3,model-facing/candidate-snapshots/ow14-s0229.json,4,4,true
1410,proprietary_gpt,ow14-s0229,4,model-facing/candidate-snapshots/ow14-s0229.json,4,4,true
1411,proprietary_gpt,ow14-s0229,5,model-facing/candidate-snapshots/ow14-s0229.json,4,4,true
1412,proprietary_gpt,ow14-s0230,1,model-facing/candidate-snapshots/ow14-s0230.json,4,4,true
1413,proprietary_gpt,ow14-s0230,2,model-facing/candidate-snapshots/ow14-s0230.json,4,4,true
1414,proprietary_gpt,ow14-s0230,3,model-facing/candidate-snapshots/ow14-s0230.json,4,4,true
1415,proprietary_gpt,ow14-s0230,4,model-facing/candidate-snapshots/ow14-s0230.json,4,4,true
1416,proprietary_gpt,ow14-s0230,5,model-facing/candidate-snapshots/ow14-s0230.json,4,4,true
1417,proprietary_gpt,ow14-s0231,1,model-facing/candidate-snapshots/ow14-s0231.json,4,4,true
1418,proprietary_gpt,ow14-s0231,2,model-facing/candidate-snapshots/ow14-s0231.json,4,4,true
1419,proprietary_gpt,ow14-s0231,3,model-facing/candidate-snapshots/ow14-s0231.json,4,4,true
1420,proprietary_gpt,ow14-s0231,4,model-facing/candidate-snapshots/ow14-s0231.json,4,4,true
1421,proprietary_gpt,ow14-s0231,5,model-facing/candidate-snapshots/ow14-s0231.json,4,4,true
1422,proprietary_gpt,ow14-s0232,1,model-facing/candidate-snapshots/ow14-s0232.json,4,4,true
1423,proprietary_gpt,ow14-s0232,2,model-facing/candidate-snapshots/ow14-s0232.json,4,4,true
1424,proprietary_gpt,ow14-s0232,3,model-facing/candidate-snapshots/ow14-s0232.json,4,4,true
1425,proprietary_gpt,ow14-s0232,4,model-facing/candidate-snapshots/ow14-s0232.json,4,4,true
1426,proprietary_gpt,ow14-s0232,5,model-facing/candidate-snapshots/ow14-s0232.json,4,4,true
1427,proprietary_gpt,ow14-s0233,1,model-facing/candidate-snapshots/ow14-s0233.json,4,4,true
1428,proprietary_gpt,ow14-s0233,2,model-facing/candidate-snapshots/ow14-s0233.json,4,4,true
1429,proprietary_gpt,ow14-s0233,3,model-facing/candidate-snapshots/ow14-s0233.json,4,4,true
1430,proprietary_gpt,ow14-s0233,4,model-facing/candidate-snapshots/ow14-s0233.json,4,4,true
1431,proprietary_gpt,ow14-s0233,5,model-facing/candidate-snapshots/ow14-s0233.json,4,4,true
1432,proprietary_gpt,ow14-s0234,1,model-facing/candidate-snapshots/ow14-s0234.json,4,4,true
1433,proprietary_gpt,ow14-s0234,2,model-facing/candidate-snapshots/ow14-s0234.json,4,4,true
1434,proprietary_gpt,ow14-s0234,3,model-facing/candidate-snapshots/ow14-s0234.json,4,4,true
1435,proprietary_gpt,ow14-s0234,4,model-facing/candidate-snapshots/ow14-s0234.json,4,4,true
1436,proprietary_gpt,ow14-s0234,5,model-facing/candidate-snapshots/ow14-s0234.json,4,4,true
1437,proprietary_gpt,ow14-s0235,1,model-facing/candidate-snapshots/ow14-s0235.json,4,4,true
1438,proprietary_gpt,ow14-s0235,2,model-facing/candidate-snapshots/ow14-s0235.json,4,4,true
1439,proprietary_gpt,ow14-s0235,3,model-facing/candidate-snapshots/ow14-s0235.json,4,4,true
1440,proprietary_gpt,ow14-s0235,4,model-facing/candidate-snapshots/ow14-s0235.json,4,4,true
1441,proprietary_gpt,ow14-s0235,5,model-facing/candidate-snapshots/ow14-s0235.json,4,4,true
1442,proprietary_gpt,ow14-s0236,1,model-facing/candidate-snapshots/ow14-s0236.json,4,4,true
1443,proprietary_gpt,ow14-s0236,2,model-facing/candidate-snapshots/ow14-s0236.json,4,4,true
1444,proprietary_gpt,ow14-s0236,3,model-facing/candidate-snapshots/ow14-s0236.json,4,4,true
1445,proprietary_gpt,ow14-s0236,4,model-facing/candidate-snapshots/ow14-s0236.json,4,4,true
1446,proprietary_gpt,ow14-s0236,5,model-facing/candidate-snapshots/ow14-s0236.json,4,4,true
1447,proprietary_gpt,ow14-s0237,1,model-facing/candidate-snapshots/ow14-s0237.json,4,4,true
1448,proprietary_gpt,ow14-s0237,2,model-facing/candidate-snapshots/ow14-s0237.json,4,4,true
1449,proprietary_gpt,ow14-s0237,3,model-facing/candidate-snapshots/ow14-s0237.json,4,4,true
1450,proprietary_gpt,ow14-s0237,4,model-facing/candidate-snapshots/ow14-s0237.json,4,4,true
1451,proprietary_gpt,ow14-s0237,5,model-facing/candidate-snapshots/ow14-s0237.json,4,4,true
1452,proprietary_gpt,ow14-s0238,1,model-facing/candidate-snapshots/ow14-s0238.json,4,4,true
1453,proprietary_gpt,ow14-s0238,2,model-facing/candidate-snapshots/ow14-s0238.json,4,4,true
1454,proprietary_gpt,ow14-s0238,3,model-facing/candidate-snapshots/ow14-s0238.json,4,4,true
1455,proprietary_gpt,ow14-s0238,4,model-facing/candidate-snapshots/ow14-s0238.json,4,4,true
1456,proprietary_gpt,ow14-s0238,5,model-facing/candidate-snapshots/ow14-s0238.json,4,4,true
1457,proprietary_gpt,ow14-s0239,1,model-facing/candidate-snapshots/ow14-s0239.json,4,4,true
1458,proprietary_gpt,ow14-s0239,2,model-facing/candidate-snapshots/ow14-s0239.json,4,4,true
1459,proprietary_gpt,ow14-s0239,3,model-facing/candidate-snapshots/ow14-s0239.json,4,4,true
1460,proprietary_gpt,ow14-s0239,4,model-facing/candidate-snapshots/ow14-s0239.json,4,4,true
1461,proprietary_gpt,ow14-s0239,5,model-facing/candidate-snapshots/ow14-s0239.json,4,4,true
1462,proprietary_gpt,ow14-s0240,1,model-facing/candidate-snapshots/ow14-s0240.json,4,4,true
1463,proprietary_gpt,ow14-s0240,2,model-facing/candidate-snapshots/ow14-s0240.json,4,4,true
1464,proprietary_gpt,ow14-s0240,3,model-facing/candidate-snapshots/ow14-s0240.json,4,4,true
1465,proprietary_gpt,ow14-s0240,4,model-facing/candidate-snapshots/ow14-s0240.json,4,4,true
1466,proprietary_gpt,ow14-s0240,5,model-facing/candidate-snapshots/ow14-s0240.json,4,4,true
1467,proprietary_gpt,ow14-s0241,1,model-facing/candidate-snapshots/ow14-s0241.json,4,4,true
1468,proprietary_gpt,ow14-s0241,2,model-facing/candidate-snapshots/ow14-s0241.json,4,4,true
1469,proprietary_gpt,ow14-s0241,3,model-facing/candidate-snapshots/ow14-s0241.json,4,4,true
1470,proprietary_gpt,ow14-s0241,4,model-facing/candidate-snapshots/ow14-s0241.json,4,4,true
1471,proprietary_gpt,ow14-s0241,5,model-facing/candidate-snapshots/ow14-s0241.json,4,4,true
1472,proprietary_gpt,ow14-s0242,1,model-facing/candidate-snapshots/ow14-s0242.json,4,4,true
1473,proprietary_gpt,ow14-s0242,2,model-facing/candidate-snapshots/ow14-s0242.json,4,4,true
1474,proprietary_gpt,ow14-s0242,3,model-facing/candidate-snapshots/ow14-s0242.json,4,4,true
1475,proprietary_gpt,ow14-s0242,4,model-facing/candidate-snapshots/ow14-s0242.json,4,4,true
1476,proprietary_gpt,ow14-s0242,5,model-facing/candidate-snapshots/ow14-s0242.json,4,4,true
1477,proprietary_gpt,ow14-s0243,1,model-facing/candidate-snapshots/ow14-s0243.json,4,4,true
1478,proprietary_gpt,ow14-s0243,2,model-facing/candidate-snapshots/ow14-s0243.json,4,4,true
1479,proprietary_gpt,ow14-s0243,3,model-facing/candidate-snapshots/ow14-s0243.json,4,4,true
1480,proprietary_gpt,ow14-s0243,4,model-facing/candidate-snapshots/ow14-s0243.json,4,4,true
1481,proprietary_gpt,ow14-s0243,5,model-facing/candidate-snapshots/ow14-s0243.json,4,4,true
1482,proprietary_gpt,ow14-s0244,1,model-facing/candidate-snapshots/ow14-s0244.json,4,4,true
1483,proprietary_gpt,ow14-s0244,2,model-facing/candidate-snapshots/ow14-s0244.json,4,4,true
1484,proprietary_gpt,ow14-s0244,3,model-facing/candidate-snapshots/ow14-s0244.json,4,4,true
1485,proprietary_gpt,ow14-s0244,4,model-facing/candidate-snapshots/ow14-s0244.json,4,4,true
1486,proprietary_gpt,ow14-s0244,5,model-facing/candidate-snapshots/ow14-s0244.json,4,4,true
1487,proprietary_gpt,ow14-s0245,1,model-facing/candidate-snapshots/ow14-s0245.json,4,4,true
1488,proprietary_gpt,ow14-s0245,2,model-facing/candidate-snapshots/ow14-s0245.json,4,4,true
1489,proprietary_gpt,ow14-s0245,3,model-facing/candidate-snapshots/ow14-s0245.json,4,4,true
1490,proprietary_gpt,ow14-s0245,4,model-facing/candidate-snapshots/ow14-s0245.json,4,4,true
1491,proprietary_gpt,ow14-s0245,5,model-facing/candidate-snapshots/ow14-s0245.json,4,4,true
1492,proprietary_gpt,ow14-s0246,1,model-facing/candidate-snapshots/ow14-s0246.json,4,4,true
1493,proprietary_gpt,ow14-s0246,2,model-facing/candidate-snapshots/ow14-s0246.json,4,4,true
1494,proprietary_gpt,ow14-s0246,3,model-facing/candidate-snapshots/ow14-s0246.json,4,4,true
1495,proprietary_gpt,ow14-s0246,4,model-facing/candidate-snapshots/ow14-s0246.json,4,4,true
1496,proprietary_gpt,ow14-s0246,5,model-facing/candidate-snapshots/ow14-s0246.json,4,4,true
1497,proprietary_gpt,ow14-s0247,1,model-facing/candidate-snapshots/ow14-s0247.json,4,4,true
1498,proprietary_gpt,ow14-s0247,2,model-facing/candidate-snapshots/ow14-s0247.json,4,4,true
1499,proprietary_gpt,ow14-s0247,3,model-facing/candidate-snapshots/ow14-s0247.json,4,4,true
1500,proprietary_gpt,ow14-s0247,4,model-facing/candidate-snapshots/ow14-s0247.json,4,4,true
1501,proprietary_gpt,ow14-s0247,5,model-facing/candidate-snapshots/ow14-s0247.json,4,4,true
1502,proprietary_gpt,ow14-s0248,1,model-facing/candidate-snapshots/ow14-s0248.json,4,4,true
1503,proprietary_gpt,ow14-s0248,2,model-facing/candidate-snapshots/ow14-s0248.json,4,4,true
1504,proprietary_gpt,ow14-s0248,3,model-facing/candidate-snapshots/ow14-s0248.json,4,4,true
1505,proprietary_gpt,ow14-s0248,4,model-facing/candidate-snapshots/ow14-s0248.json,4,4,true
1506,proprietary_gpt,ow14-s0248,5,model-facing/candidate-snapshots/ow14-s0248.json,4,4,true
1507,proprietary_gpt,ow14-s0249,1,model-facing/candidate-snapshots/ow14-s0249.json,4,4,true
1508,proprietary_gpt,ow14-s0249,2,model-facing/candidate-snapshots/ow14-s0249.json,4,4,true
1509,proprietary_gpt,ow14-s0249,3,model-facing/candidate-snapshots/ow14-s0249.json,4,4,true
1510,proprietary_gpt,ow14-s0249,4,model-facing/candidate-snapshots/ow14-s0249.json,4,4,true
1511,proprietary_gpt,ow14-s0249,5,model-facing/candidate-snapshots/ow14-s0249.json,4,4,true
1512,proprietary_gpt,ow14-s0250,1,model-facing/candidate-snapshots/ow14-s0250.json,4,4,true
1513,proprietary_gpt,ow14-s0250,2,model-facing/candidate-snapshots/ow14-s0250.json,4,4,true
1514,proprietary_gpt,ow14-s0250,3,model-facing/candidate-snapshots/ow14-s0250.json,4,4,true
1515,proprietary_gpt,ow14-s0250,4,model-facing/candidate-snapshots/ow14-s0250.json,4,4,true
1516,proprietary_gpt,ow14-s0250,5,model-facing/candidate-snapshots/ow14-s0250.json,4,4,true
1517,proprietary_gpt,ow14-s0251,1,model-facing/candidate-snapshots/ow14-s0251.json,4,4,true
1518,proprietary_gpt,ow14-s0251,2,model-facing/candidate-snapshots/ow14-s0251.json,4,4,true
1519,proprietary_gpt,ow14-s0251,3,model-facing/candidate-snapshots/ow14-s0251.json,4,4,true
1520,proprietary_gpt,ow14-s0251,4,model-facing/candidate-snapshots/ow14-s0251.json,4,4,true
1521,proprietary_gpt,ow14-s0251,5,model-facing/candidate-snapshots/ow14-s0251.json,4,4,true
1522,proprietary_gpt,ow14-s0252,1,model-facing/candidate-snapshots/ow14-s0252.json,4,4,true
1523,proprietary_gpt,ow14-s0252,2,model-facing/candidate-snapshots/ow14-s0252.json,4,4,true
1524,proprietary_gpt,ow14-s0252,3,model-facing/candidate-snapshots/ow14-s0252.json,4,4,true
1525,proprietary_gpt,ow14-s0252,4,model-facing/candidate-snapshots/ow14-s0252.json,4,4,true
1526,proprietary_gpt,ow14-s0252,5,model-facing/candidate-snapshots/ow14-s0252.json,4,4,true
1527,proprietary_gpt,ow14-s0253,1,model-facing/candidate-snapshots/ow14-s0253.json,4,4,true
1528,proprietary_gpt,ow14-s0253,2,model-facing/candidate-snapshots/ow14-s0253.json,4,4,true
1529,proprietary_gpt,ow14-s0253,3,model-facing/candidate-snapshots/ow14-s0253.json,4,4,true
1530,proprietary_gpt,ow14-s0253,4,model-facing/candidate-snapshots/ow14-s0253.json,4,4,true
1531,proprietary_gpt,ow14-s0253,5,model-facing/candidate-snapshots/ow14-s0253.json,4,4,true
1532,proprietary_gpt,ow14-s0254,1,model-facing/candidate-snapshots/ow14-s0254.json,4,4,true
1533,proprietary_gpt,ow14-s0254,2,model-facing/candidate-snapshots/ow14-s0254.json,4,4,true
1534,proprietary_gpt,ow14-s0254,3,model-facing/candidate-snapshots/ow14-s0254.json,4,4,true
1535,proprietary_gpt,ow14-s0254,4,model-facing/candidate-snapshots/ow14-s0254.json,4,4,true
1536,proprietary_gpt,ow14-s0254,5,model-facing/candidate-snapshots/ow14-s0254.json,4,4,true
1537,proprietary_gpt,ow14-s0255,1,model-facing/candidate-snapshots/ow14-s0255.json,4,4,true
1538,proprietary_gpt,ow14-s0255,2,model-facing/candidate-snapshots/ow14-s0255.json,4,4,true
1539,proprietary_gpt,ow14-s0255,3,model-facing/candidate-snapshots/ow14-s0255.json,4,4,true
1540,proprietary_gpt,ow14-s0255,4,model-facing/candidate-snapshots/ow14-s0255.json,4,4,true
1541,proprietary_gpt,ow14-s0255,5,model-facing/candidate-snapshots/ow14-s0255.json,4,4,true
1542,proprietary_gpt,ow14-s0256,1,model-facing/candidate-snapshots/ow14-s0256.json,4,4,true
1543,proprietary_gpt,ow14-s0256,2,model-facing/candidate-snapshots/ow14-s0256.json,4,4,true
1544,proprietary_gpt,ow14-s0256,3,model-facing/candidate-snapshots/ow14-s0256.json,4,4,true
1545,proprietary_gpt,ow14-s0256,4,model-facing/candidate-snapshots/ow14-s0256.json,4,4,true
1546,proprietary_gpt,ow14-s0256,5,model-facing/candidate-snapshots/ow14-s0256.json,4,4,true
1547,proprietary_gpt,ow14-s0257,1,model-facing/candidate-snapshots/ow14-s0257.json,4,4,true
1548,proprietary_gpt,ow14-s0257,2,model-facing/candidate-snapshots/ow14-s0257.json,4,4,true
1549,proprietary_gpt,ow14-s0257,3,model-facing/candidate-snapshots/ow14-s0257.json,4,4,true
1550,proprietary_gpt,ow14-s0257,4,model-facing/candidate-snapshots/ow14-s0257.json,4,4,true
1551,proprietary_gpt,ow14-s0257,5,model-facing/candidate-snapshots/ow14-s0257.json,4,4,true
1552,proprietary_gpt,ow14-s0258,1,model-facing/candidate-snapshots/ow14-s0258.json,4,4,true
1553,proprietary_gpt,ow14-s0258,2,model-facing/candidate-snapshots/ow14-s0258.json,4,4,true
1554,proprietary_gpt,ow14-s0258,3,model-facing/candidate-snapshots/ow14-s0258.json,4,4,true
1555,proprietary_gpt,ow14-s0258,4,model-facing/candidate-snapshots/ow14-s0258.json,4,4,true
1556,proprietary_gpt,ow14-s0258,5,model-facing/candidate-snapshots/ow14-s0258.json,4,4,true
1557,proprietary_gpt,ow14-s0259,1,model-facing/candidate-snapshots/ow14-s0259.json,4,4,true
1558,proprietary_gpt,ow14-s0259,2,model-facing/candidate-snapshots/ow14-s0259.json,4,4,true
1559,proprietary_gpt,ow14-s0259,3,model-facing/candidate-snapshots/ow14-s0259.json,4,4,true
1560,proprietary_gpt,ow14-s0259,4,model-facing/candidate-snapshots/ow14-s0259.json,4,4,true
1561,proprietary_gpt,ow14-s0259,5,model-facing/candidate-snapshots/ow14-s0259.json,4,4,true
1562,proprietary_gpt,ow14-s0260,1,model-facing/candidate-snapshots/ow14-s0260.json,4,4,true
1563,proprietary_gpt,ow14-s0260,2,model-facing/candidate-snapshots/ow14-s0260.json,4,4,true
1564,proprietary_gpt,ow14-s0260,3,model-facing/candidate-snapshots/ow14-s0260.json,4,4,true
1565,proprietary_gpt,ow14-s0260,4,model-facing/candidate-snapshots/ow14-s0260.json,4,4,true
1566,proprietary_gpt,ow14-s0260,5,model-facing/candidate-snapshots/ow14-s0260.json,4,4,true
1567,proprietary_gpt,ow14-s0261,1,model-facing/candidate-snapshots/ow14-s0261.json,4,4,true
1568,proprietary_gpt,ow14-s0261,2,model-facing/candidate-snapshots/ow14-s0261.json,4,4,true
1569,proprietary_gpt,ow14-s0261,3,model-facing/candidate-snapshots/ow14-s0261.json,4,4,true
1570,proprietary_gpt,ow14-s0261,4,model-facing/candidate-snapshots/ow14-s0261.json,4,4,true
1571,proprietary_gpt,ow14-s0261,5,model-facing/candidate-snapshots/ow14-s0261.json,4,4,true
1572,proprietary_gpt,ow14-s0262,1,model-facing/candidate-snapshots/ow14-s0262.json,4,4,true
1573,proprietary_gpt,ow14-s0262,2,model-facing/candidate-snapshots/ow14-s0262.json,4,4,true
1574,proprietary_gpt,ow14-s0262,3,model-facing/candidate-snapshots/ow14-s0262.json,4,4,true
1575,proprietary_gpt,ow14-s0262,4,model-facing/candidate-snapshots/ow14-s0262.json,4,4,true
1576,proprietary_gpt,ow14-s0262,5,model-facing/candidate-snapshots/ow14-s0262.json,4,4,true
1577,proprietary_gpt,ow14-s0263,1,model-facing/candidate-snapshots/ow14-s0263.json,4,4,true
1578,proprietary_gpt,ow14-s0263,2,model-facing/candidate-snapshots/ow14-s0263.json,4,4,true
1579,proprietary_gpt,ow14-s0263,3,model-facing/candidate-snapshots/ow14-s0263.json,4,4,true
1580,proprietary_gpt,ow14-s0263,4,model-facing/candidate-snapshots/ow14-s0263.json,4,4,true
1581,proprietary_gpt,ow14-s0263,5,model-facing/candidate-snapshots/ow14-s0263.json,4,4,true
1582,proprietary_gpt,ow14-s0264,1,model-facing/candidate-snapshots/ow14-s0264.json,4,4,true
1583,proprietary_gpt,ow14-s0264,2,model-facing/candidate-snapshots/ow14-s0264.json,4,4,true
1584,proprietary_gpt,ow14-s0264,3,model-facing/candidate-snapshots/ow14-s0264.json,4,4,true
1585,proprietary_gpt,ow14-s0264,4,model-facing/candidate-snapshots/ow14-s0264.json,4,4,true
1586,proprietary_gpt,ow14-s0264,5,model-facing/candidate-snapshots/ow14-s0264.json,4,4,true
1587,proprietary_gpt,ow14-s0265,1,model-facing/candidate-snapshots/ow14-s0265.json,4,4,true
1588,proprietary_gpt,ow14-s0265,2,model-facing/candidate-snapshots/ow14-s0265.json,4,4,true
1589,proprietary_gpt,ow14-s0265,3,model-facing/candidate-snapshots/ow14-s0265.json,4,4,true
1590,proprietary_gpt,ow14-s0265,4,model-facing/candidate-snapshots/ow14-s0265.json,4,4,true
1591,proprietary_gpt,ow14-s0265,5,model-facing/candidate-snapshots/ow14-s0265.json,4,4,true
1592,proprietary_gpt,ow14-s0266,1,model-facing/candidate-snapshots/ow14-s0266.json,4,4,true
1593,proprietary_gpt,ow14-s0266,2,model-facing/candidate-snapshots/ow14-s0266.json,4,4,true
1594,proprietary_gpt,ow14-s0266,3,model-facing/candidate-snapshots/ow14-s0266.json,4,4,true
1595,proprietary_gpt,ow14-s0266,4,model-facing/candidate-snapshots/ow14-s0266.json,4,4,true
1596,proprietary_gpt,ow14-s0266,5,model-facing/candidate-snapshots/ow14-s0266.json,4,4,true
1597,local_qwen,ow14-s0001,1,model-facing/candidate-snapshots/ow14-s0001.json,4,4,true
1598,local_qwen,ow14-s0001,2,model-facing/candidate-snapshots/ow14-s0001.json,4,4,true
1599,local_qwen,ow14-s0001,3,model-facing/candidate-snapshots/ow14-s0001.json,4,4,true
1600,local_qwen,ow14-s0001,4,model-facing/candidate-snapshots/ow14-s0001.json,4,4,true
1601,local_qwen,ow14-s0001,5,model-facing/candidate-snapshots/ow14-s0001.json,4,4,true
1602,local_qwen,ow14-s0002,1,model-facing/candidate-snapshots/ow14-s0002.json,4,4,true
1603,local_qwen,ow14-s0002,2,model-facing/candidate-snapshots/ow14-s0002.json,4,4,true
1604,local_qwen,ow14-s0002,3,model-facing/candidate-snapshots/ow14-s0002.json,4,4,true
1605,local_qwen,ow14-s0002,4,model-facing/candidate-snapshots/ow14-s0002.json,4,4,true
1606,local_qwen,ow14-s0002,5,model-facing/candidate-snapshots/ow14-s0002.json,4,4,true
1607,local_qwen,ow14-s0003,1,model-facing/candidate-snapshots/ow14-s0003.json,4,4,true
1608,local_qwen,ow14-s0003,2,model-facing/candidate-snapshots/ow14-s0003.json,4,4,true
1609,local_qwen,ow14-s0003,3,model-facing/candidate-snapshots/ow14-s0003.json,4,4,true
1610,local_qwen,ow14-s0003,4,model-facing/candidate-snapshots/ow14-s0003.json,4,4,true
1611,local_qwen,ow14-s0003,5,model-facing/candidate-snapshots/ow14-s0003.json,4,4,true
1612,local_qwen,ow14-s0004,1,model-facing/candidate-snapshots/ow14-s0004.json,4,4,true
1613,local_qwen,ow14-s0004,2,model-facing/candidate-snapshots/ow14-s0004.json,4,4,true
1614,local_qwen,ow14-s0004,3,model-facing/candidate-snapshots/ow14-s0004.json,4,4,true
1615,local_qwen,ow14-s0004,4,model-facing/candidate-snapshots/ow14-s0004.json,4,4,true
1616,local_qwen,ow14-s0004,5,model-facing/candidate-snapshots/ow14-s0004.json,4,4,true
1617,local_qwen,ow14-s0005,1,model-facing/candidate-snapshots/ow14-s0005.json,4,4,true
1618,local_qwen,ow14-s0005,2,model-facing/candidate-snapshots/ow14-s0005.json,4,4,true
1619,local_qwen,ow14-s0005,3,model-facing/candidate-snapshots/ow14-s0005.json,4,4,true
1620,local_qwen,ow14-s0005,4,model-facing/candidate-snapshots/ow14-s0005.json,4,4,true
1621,local_qwen,ow14-s0005,5,model-facing/candidate-snapshots/ow14-s0005.json,4,4,true
1622,local_qwen,ow14-s0006,1,model-facing/candidate-snapshots/ow14-s0006.json,4,4,true
1623,local_qwen,ow14-s0006,2,model-facing/candidate-snapshots/ow14-s0006.json,4,4,true
1624,local_qwen,ow14-s0006,3,model-facing/candidate-snapshots/ow14-s0006.json,4,4,true
1625,local_qwen,ow14-s0006,4,model-facing/candidate-snapshots/ow14-s0006.json,4,4,true
1626,local_qwen,ow14-s0006,5,model-facing/candidate-snapshots/ow14-s0006.json,4,4,true
1627,local_qwen,ow14-s0007,1,model-facing/candidate-snapshots/ow14-s0007.json,4,4,true
1628,local_qwen,ow14-s0007,2,model-facing/candidate-snapshots/ow14-s0007.json,4,4,true
1629,local_qwen,ow14-s0007,3,model-facing/candidate-snapshots/ow14-s0007.json,4,4,true
1630,local_qwen,ow14-s0007,4,model-facing/candidate-snapshots/ow14-s0007.json,4,4,true
1631,local_qwen,ow14-s0007,5,model-facing/candidate-snapshots/ow14-s0007.json,4,4,true
1632,local_qwen,ow14-s0008,1,model-facing/candidate-snapshots/ow14-s0008.json,4,4,true
1633,local_qwen,ow14-s0008,2,model-facing/candidate-snapshots/ow14-s0008.json,4,4,true
1634,local_qwen,ow14-s0008,3,model-facing/candidate-snapshots/ow14-s0008.json,4,4,true
1635,local_qwen,ow14-s0008,4,model-facing/candidate-snapshots/ow14-s0008.json,4,4,true
1636,local_qwen,ow14-s0008,5,model-facing/candidate-snapshots/ow14-s0008.json,4,4,true
1637,local_qwen,ow14-s0009,1,model-facing/candidate-snapshots/ow14-s0009.json,4,4,true
1638,local_qwen,ow14-s0009,2,model-facing/candidate-snapshots/ow14-s0009.json,4,4,true
1639,local_qwen,ow14-s0009,3,model-facing/candidate-snapshots/ow14-s0009.json,4,4,true
1640,local_qwen,ow14-s0009,4,model-facing/candidate-snapshots/ow14-s0009.json,4,4,true
1641,local_qwen,ow14-s0009,5,model-facing/candidate-snapshots/ow14-s0009.json,4,4,true
1642,local_qwen,ow14-s0010,1,model-facing/candidate-snapshots/ow14-s0010.json,4,4,true
1643,local_qwen,ow14-s0010,2,model-facing/candidate-snapshots/ow14-s0010.json,4,4,true
1644,local_qwen,ow14-s0010,3,model-facing/candidate-snapshots/ow14-s0010.json,4,4,true
1645,local_qwen,ow14-s0010,4,model-facing/candidate-snapshots/ow14-s0010.json,4,4,true
1646,local_qwen,ow14-s0010,5,model-facing/candidate-snapshots/ow14-s0010.json,4,4,true
1647,local_qwen,ow14-s0011,1,model-facing/candidate-snapshots/ow14-s0011.json,4,4,true
1648,local_qwen,ow14-s0011,2,model-facing/candidate-snapshots/ow14-s0011.json,4,4,true
1649,local_qwen,ow14-s0011,3,model-facing/candidate-snapshots/ow14-s0011.json,4,4,true
1650,local_qwen,ow14-s0011,4,model-facing/candidate-snapshots/ow14-s0011.json,4,4,true
1651,local_qwen,ow14-s0011,5,model-facing/candidate-snapshots/ow14-s0011.json,4,4,true
1652,local_qwen,ow14-s0012,1,model-facing/candidate-snapshots/ow14-s0012.json,4,4,true
1653,local_qwen,ow14-s0012,2,model-facing/candidate-snapshots/ow14-s0012.json,4,4,true
1654,local_qwen,ow14-s0012,3,model-facing/candidate-snapshots/ow14-s0012.json,4,4,true
1655,local_qwen,ow14-s0012,4,model-facing/candidate-snapshots/ow14-s0012.json,4,4,true
1656,local_qwen,ow14-s0012,5,model-facing/candidate-snapshots/ow14-s0012.json,4,4,true
1657,local_qwen,ow14-s0013,1,model-facing/candidate-snapshots/ow14-s0013.json,4,4,true
1658,local_qwen,ow14-s0013,2,model-facing/candidate-snapshots/ow14-s0013.json,4,4,true
1659,local_qwen,ow14-s0013,3,model-facing/candidate-snapshots/ow14-s0013.json,4,4,true
1660,local_qwen,ow14-s0013,4,model-facing/candidate-snapshots/ow14-s0013.json,4,4,true
1661,local_qwen,ow14-s0013,5,model-facing/candidate-snapshots/ow14-s0013.json,4,4,true
1662,local_qwen,ow14-s0014,1,model-facing/candidate-snapshots/ow14-s0014.json,4,4,true
1663,local_qwen,ow14-s0014,2,model-facing/candidate-snapshots/ow14-s0014.json,4,4,true
1664,local_qwen,ow14-s0014,3,model-facing/candidate-snapshots/ow14-s0014.json,4,4,true
1665,local_qwen,ow14-s0014,4,model-facing/candidate-snapshots/ow14-s0014.json,4,4,true
1666,local_qwen,ow14-s0014,5,model-facing/candidate-snapshots/ow14-s0014.json,4,4,true
1667,local_qwen,ow14-s0015,1,model-facing/candidate-snapshots/ow14-s0015.json,4,4,true
1668,local_qwen,ow14-s0015,2,model-facing/candidate-snapshots/ow14-s0015.json,4,4,true
1669,local_qwen,ow14-s0015,3,model-facing/candidate-snapshots/ow14-s0015.json,4,4,true
1670,local_qwen,ow14-s0015,4,model-facing/candidate-snapshots/ow14-s0015.json,4,4,true
1671,local_qwen,ow14-s0015,5,model-facing/candidate-snapshots/ow14-s0015.json,4,4,true
1672,local_qwen,ow14-s0016,1,model-facing/candidate-snapshots/ow14-s0016.json,4,4,true
