candidate_id,action_path,method,parameter_name,source,input_type,editable_input_count,required_input_count,parameter_count,evaluation_role,compatibility_class
ox14-c000421,/external-v14/case-000421,GET,input_000421,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000422,/external-v14/case-000422,GET,input_000422,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000423,/external-v14/case-000423,GET,input_000423,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000424,/external-v14/case-000424,GET,input_000424,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000425,/external-v14/case-000425,GET,input_000425,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000426,/external-v14/case-000426,GET,input_000426,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000427,/external-v14/case-000427,GET,input_000427,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000428,/external-v14/case-000428,GET,input_000428,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000429,/external-v14/case-000429,GET,input_000429,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000430,/external-v14/case-000430,GET,input_000430,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000431,/external-v14/case-000431,GET,input_000431,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000432,/external-v14/case-000432,GET,input_000432,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000433,/external-v14/case-000433,GET,input_000433,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000434,/external-v14/case-000434,GET,input_000434,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
ox14-c000435,/external-v14/case-000435,GET,input_000435,query_string,text,1,0,1,FINAL_CONFIRMATORY_ELIGIBLE,DIRECT
