all_five_candidates_tied_pre_tiebreak,candidate_count,distinct_pre_tiebreak_scores,final_order_partly_determined_by_stable_tiebreak,final_order_wholly_determined_by_stable_tiebreak,largest_tie_group_size,ordered_candidate_ids,scenario_id,scenario_type,score_by_candidate,score_equivalence_pattern,score_vector_in_final_order,score_vector_pattern,vulnerable_alignment_bucket,vulnerable_candidate_rank,vulnerable_distractors_sharing_score,vulnerable_has_unique_pre_tiebreak_score,vulnerable_in_best_score_class,vulnerable_in_worst_score_class,vulnerable_pre_tiebreak_score,vulnerable_score_class_rank,vulnerable_tied_with_all_distractors
False,5,2,True,False,4,"[""ox14-c000245"", ""ox14-c000270"", ""ox14-c000339"", ""ox14-c000354"", ""ox14-c000374""]",ow14-s0130,positive,"{""ox14-c000245"": 132, ""ox14-c000270"": 132, ""ox14-c000339"": 132, ""ox14-c000354"": 132, ""ox14-c000374"": 127}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,tied_for_highest,3,3,False,True,False,132,1,False
False,5,3,True,False,3,"[""ox14-c000045"", ""ox14-c000075"", ""ox14-c000127"", ""ox14-c000087"", ""ox14-c000033""]",ow14-s0131,positive,"{""ox14-c000033"": 117, ""ox14-c000045"": 132, ""ox14-c000075"": 132, ""ox14-c000087"": 127, ""ox14-c000127"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,tied_for_highest,1,2,False,True,False,132,1,False
False,5,2,True,False,4,"[""ox14-c000277"", ""ox14-c000352"", ""ox14-c000382"", ""ox14-c000406"", ""ox14-c000297""]",ow14-s0132,positive,"{""ox14-c000277"": 132, ""ox14-c000297"": 117, ""ox14-c000352"": 132, ""ox14-c000382"": 132, ""ox14-c000406"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,tied_for_highest,3,3,False,True,False,132,1,False
False,5,3,True,False,3,"[""ox14-c000060"", ""ox14-c000113"", ""ox14-c000192"", ""ox14-c000357"", ""ox14-c000183""]",ow14-s0133,positive,"{""ox14-c000060"": 132, ""ox14-c000113"": 132, ""ox14-c000183"": 117, ""ox14-c000192"": 132, ""ox14-c000357"": 127}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,tied_for_highest,3,2,False,True,False,132,1,False
False,5,3,True,False,3,"[""ox14-c000103"", ""ox14-c000381"", ""ox14-c000398"", ""ox14-c000358"", ""ox14-c000293""]",ow14-s0134,positive,"{""ox14-c000103"": 132, ""ox14-c000293"": 117, ""ox14-c000358"": 127, ""ox14-c000381"": 132, ""ox14-c000398"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,neither_highest_nor_lowest_middle,4,0,True,False,False,127,2,False
False,5,2,True,False,3,"[""ox14-c000107"", ""ox14-c000201"", ""ox14-c000422"", ""ox14-c000093"", ""ox14-c000373""]",ow14-s0135,positive,"{""ox14-c000093"": 127, ""ox14-c000107"": 132, ""ox14-c000201"": 132, ""ox14-c000373"": 127, ""ox14-c000422"": 132}",3-2,"[132, 132, 132, 127, 127]",132>132>132>127>127,tied_for_highest,2,2,False,True,False,132,1,False
False,5,2,True,False,4,"[""ox14-c000053"", ""ox14-c000337"", ""ox14-c000350"", ""ox14-c000427"", ""ox14-c000300""]",ow14-s0136,positive,"{""ox14-c000053"": 132, ""ox14-c000300"": 117, ""ox14-c000337"": 132, ""ox14-c000350"": 132, ""ox14-c000427"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,strictly_lowest,5,0,True,False,True,117,2,False
False,5,2,True,False,4,"[""ox14-c000205"", ""ox14-c000216"", ""ox14-c000344"", ""ox14-c000384"", ""ox14-c000016""]",ow14-s0137,positive,"{""ox14-c000016"": 117, ""ox14-c000205"": 132, ""ox14-c000216"": 132, ""ox14-c000344"": 132, ""ox14-c000384"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,tied_for_highest,1,3,False,True,False,132,1,False
False,5,2,True,False,4,"[""ox14-c000207"", ""ox14-c000220"", ""ox14-c000268"", ""ox14-c000321"", ""ox14-c000177""]",ow14-s0138,positive,"{""ox14-c000177"": 117, ""ox14-c000207"": 132, ""ox14-c000220"": 132, ""ox14-c000268"": 132, ""ox14-c000321"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,tied_for_highest,4,3,False,True,False,132,1,False
False,5,2,True,False,3,"[""ox14-c000061"", ""ox14-c000434"", ""ox14-c000026"", ""ox14-c000175"", ""ox14-c000314""]",ow14-s0139,positive,"{""ox14-c000026"": 117, ""ox14-c000061"": 132, ""ox14-c000175"": 117, ""ox14-c000314"": 117, ""ox14-c000434"": 132}",3-2,"[132, 132, 117, 117, 117]",132>132>117>117>117,tied_for_lowest,4,2,False,False,True,117,2,False
False,5,2,True,False,4,"[""ox14-c000109"", ""ox14-c000137"", ""ox14-c000219"", ""ox14-c000273"", ""ox14-c000034""]",ow14-s0140,positive,"{""ox14-c000034"": 117, ""ox14-c000109"": 132, ""ox14-c000137"": 132, ""ox14-c000219"": 132, ""ox14-c000273"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,tied_for_highest,2,3,False,True,False,132,1,False
False,5,3,True,False,2,"[""ox14-c000101"", ""ox14-c000405"", ""ox14-c000363"", ""ox14-c000021"", ""ox14-c000303""]",ow14-s0141,positive,"{""ox14-c000021"": 117, ""ox14-c000101"": 132, ""ox14-c000303"": 117, ""ox14-c000363"": 127, ""ox14-c000405"": 132}",2-2-1,"[132, 132, 127, 117, 117]",132>132>127>117>117,tied_for_lowest,4,1,False,False,True,117,3,False
False,5,3,True,False,3,"[""ox14-c000064"", ""ox14-c000100"", ""ox14-c000111"", ""ox14-c000226"", ""ox14-c000170""]",ow14-s0142,positive,"{""ox14-c000064"": 132, ""ox14-c000100"": 132, ""ox14-c000111"": 132, ""ox14-c000170"": 117, ""ox14-c000226"": 127}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,strictly_lowest,5,0,True,False,True,117,3,False
False,5,2,True,False,4,"[""ox14-c000048"", ""ox14-c000141"", ""ox14-c000212"", ""ox14-c000387"", ""ox14-c000318""]",ow14-s0143,positive,"{""ox14-c000048"": 132, ""ox14-c000141"": 132, ""ox14-c000212"": 132, ""ox14-c000318"": 117, ""ox14-c000387"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,strictly_lowest,5,0,True,False,True,117,2,False
False,5,2,True,False,4,"[""ox14-c000194"", ""ox14-c000251"", ""ox14-c000399"", ""ox14-c000423"", ""ox14-c000082""]",ow14-s0144,positive,"{""ox14-c000082"": 127, ""ox14-c000194"": 132, ""ox14-c000251"": 132, ""ox14-c000399"": 132, ""ox14-c000423"": 132}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,tied_for_highest,1,3,False,True,False,132,1,False
False,5,3,True,False,3,"[""ox14-c000077"", ""ox14-c000135"", ""ox14-c000410"", ""ox14-c000085"", ""ox14-c000296""]",ow14-s0145,positive,"{""ox14-c000077"": 132, ""ox14-c000085"": 127, ""ox14-c000135"": 132, ""ox14-c000296"": 117, ""ox14-c000410"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,tied_for_highest,2,2,False,True,False,132,1,False
False,5,2,True,False,4,"[""ox14-c000052"", ""ox14-c000118"", ""ox14-c000353"", ""ox14-c000395"", ""ox14-c000223""]",ow14-s0146,positive,"{""ox14-c000052"": 132, ""ox14-c000118"": 132, ""ox14-c000223"": 127, ""ox14-c000353"": 132, ""ox14-c000395"": 132}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,tied_for_highest,1,3,False,True,False,132,1,False
False,5,2,True,False,3,"[""ox14-c000188"", ""ox14-c000433"", ""ox14-c000307"", ""ox14-c000311"", ""ox14-c000315""]",ow14-s0147,positive,"{""ox14-c000188"": 132, ""ox14-c000307"": 117, ""ox14-c000311"": 117, ""ox14-c000315"": 117, ""ox14-c000433"": 132}",3-2,"[132, 132, 117, 117, 117]",132>132>117>117>117,tied_for_highest,2,1,False,True,False,132,1,False
False,5,2,True,False,3,"[""ox14-c000243"", ""ox14-c000351"", ""ox14-c000404"", ""ox14-c000161"", ""ox14-c000167""]",ow14-s0148,positive,"{""ox14-c000161"": 117, ""ox14-c000167"": 117, ""ox14-c000243"": 132, ""ox14-c000351"": 132, ""ox14-c000404"": 132}",3-2,"[132, 132, 132, 117, 117]",132>132>132>117>117,tied_for_highest,1,2,False,True,False,132,1,False
False,5,3,True,False,3,"[""ox14-c000117"", ""ox14-c000272"", ""ox14-c000429"", ""ox14-c000372"", ""ox14-c000029""]",ow14-s0149,positive,"{""ox14-c000029"": 117, ""ox14-c000117"": 132, ""ox14-c000272"": 132, ""ox14-c000372"": 127, ""ox14-c000429"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,neither_highest_nor_lowest_middle,4,0,True,False,False,127,2,False
True,5,1,True,True,5,"[""ox14-c000136"", ""ox14-c000185"", ""ox14-c000267"", ""ox14-c000346"", ""ox14-c000377""]",ow14-s0150,positive,"{""ox14-c000136"": 132, ""ox14-c000185"": 132, ""ox14-c000267"": 132, ""ox14-c000346"": 132, ""ox14-c000377"": 132}",5,"[132, 132, 132, 132, 132]",132>132>132>132>132,all_candidates_tied_for_highest_and_lowest,3,4,False,True,True,132,1,True
False,5,2,True,False,4,"[""ox14-c000070"", ""ox14-c000198"", ""ox14-c000247"", ""ox14-c000396"", ""ox14-c000022""]",ow14-s0151,positive,"{""ox14-c000022"": 117, ""ox14-c000070"": 132, ""ox14-c000198"": 132, ""ox14-c000247"": 132, ""ox14-c000396"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,strictly_lowest,5,0,True,False,True,117,2,False
False,5,2,True,False,3,"[""ox14-c000056"", ""ox14-c000099"", ""ox14-c000102"", ""ox14-c000017"", ""ox14-c000023""]",ow14-s0152,positive,"{""ox14-c000017"": 117, ""ox14-c000023"": 117, ""ox14-c000056"": 132, ""ox14-c000099"": 132, ""ox14-c000102"": 132}",3-2,"[132, 132, 132, 117, 117]",132>132>132>117>117,tied_for_lowest,4,1,False,False,True,117,2,False
False,5,3,True,False,3,"[""ox14-c000189"", ""ox14-c000348"", ""ox14-c000388"", ""ox14-c000236"", ""ox14-c000030""]",ow14-s0153,positive,"{""ox14-c000030"": 117, ""ox14-c000189"": 132, ""ox14-c000236"": 127, ""ox14-c000348"": 132, ""ox14-c000388"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,tied_for_highest,3,2,False,True,False,132,1,False
False,5,2,True,False,4,"[""ox14-c000073"", ""ox14-c000209"", ""ox14-c000341"", ""ox14-c000426"", ""ox14-c000083""]",ow14-s0154,positive,"{""ox14-c000073"": 132, ""ox14-c000083"": 127, ""ox14-c000209"": 132, ""ox14-c000341"": 132, ""ox14-c000426"": 132}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,tied_for_highest,1,3,False,True,False,132,1,False
True,5,1,True,True,5,"[""ox14-c000095"", ""ox14-c000184"", ""ox14-c000254"", ""ox14-c000259"", ""ox14-c000333""]",ow14-s0155,positive,"{""ox14-c000095"": 132, ""ox14-c000184"": 132, ""ox14-c000254"": 132, ""ox14-c000259"": 132, ""ox14-c000333"": 132}",5,"[132, 132, 132, 132, 132]",132>132>132>132>132,all_candidates_tied_for_highest_and_lowest,1,4,False,True,True,132,1,True
False,5,3,True,False,3,"[""ox14-c000047"", ""ox14-c000278"", ""ox14-c000355"", ""ox14-c000229"", ""ox14-c000031""]",ow14-s0156,positive,"{""ox14-c000031"": 117, ""ox14-c000047"": 132, ""ox14-c000229"": 127, ""ox14-c000278"": 132, ""ox14-c000355"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,tied_for_highest,1,2,False,True,False,132,1,False
False,5,3,True,False,3,"[""ox14-c000065"", ""ox14-c000125"", ""ox14-c000204"", ""ox14-c000230"", ""ox14-c000294""]",ow14-s0157,positive,"{""ox14-c000065"": 132, ""ox14-c000125"": 132, ""ox14-c000204"": 132, ""ox14-c000230"": 127, ""ox14-c000294"": 117}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,neither_highest_nor_lowest_middle,4,0,True,False,False,127,2,False
False,5,2,True,False,4,"[""ox14-c000043"", ""ox14-c000044"", ""ox14-c000066"", ""ox14-c000409"", ""ox14-c000164""]",ow14-s0158,positive,"{""ox14-c000043"": 132, ""ox14-c000044"": 132, ""ox14-c000066"": 132, ""ox14-c000164"": 117, ""ox14-c000409"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,tied_for_highest,1,3,False,True,False,132,1,False
True,5,1,True,True,5,"[""ox14-c000112"", ""ox14-c000208"", ""ox14-c000261"", ""ox14-c000416"", ""ox14-c000432""]",ow14-s0159,positive,"{""ox14-c000112"": 132, ""ox14-c000208"": 132, ""ox14-c000261"": 132, ""ox14-c000416"": 132, ""ox14-c000432"": 132}",5,"[132, 132, 132, 132, 132]",132>132>132>132>132,all_candidates_tied_for_highest_and_lowest,4,4,False,True,True,132,1,True
False,5,3,True,False,2,"[""ox14-c000196"", ""ox14-c000414"", ""ox14-c000224"", ""ox14-c000362"", ""ox14-c000310""]",ow14-s0160,positive,"{""ox14-c000196"": 132, ""ox14-c000224"": 127, ""ox14-c000310"": 117, ""ox14-c000362"": 127, ""ox14-c000414"": 132}",2-2-1,"[132, 132, 127, 127, 117]",132>132>127>127>117,tied_for_highest,1,1,False,True,False,132,1,False
False,5,2,True,False,4,"[""ox14-c000096"", ""ox14-c000210"", ""ox14-c000391"", ""ox14-c000402"", ""ox14-c000036""]",ow14-s0161,positive,"{""ox14-c000036"": 117, ""ox14-c000096"": 132, ""ox14-c000210"": 132, ""ox14-c000391"": 132, ""ox14-c000402"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,tied_for_highest,1,3,False,True,False,132,1,False
False,5,2,True,False,4,"[""ox14-c000067"", ""ox14-c000252"", ""ox14-c000320"", ""ox14-c000413"", ""ox14-c000225""]",ow14-s0162,positive,"{""ox14-c000067"": 132, ""ox14-c000225"": 127, ""ox14-c000252"": 132, ""ox14-c000320"": 132, ""ox14-c000413"": 132}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,tied_for_highest,4,3,False,True,False,132,1,False
False,5,3,True,False,2,"[""ox14-c000140"", ""ox14-c000411"", ""ox14-c000090"", ""ox14-c000369"", ""ox14-c000165""]",ow14-s0163,positive,"{""ox14-c000090"": 127, ""ox14-c000140"": 132, ""ox14-c000165"": 117, ""ox14-c000369"": 127, ""ox14-c000411"": 132}",2-2-1,"[132, 132, 127, 127, 117]",132>132>127>127>117,tied_for_highest,2,1,False,True,False,132,1,False
False,5,2,True,False,4,"[""ox14-c000072"", ""ox14-c000265"", ""ox14-c000386"", ""ox14-c000389"", ""ox14-c000081""]",ow14-s0164,positive,"{""ox14-c000072"": 132, ""ox14-c000081"": 127, ""ox14-c000265"": 132, ""ox14-c000386"": 132, ""ox14-c000389"": 132}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,tied_for_highest,3,3,False,True,False,132,1,False
False,5,2,True,False,4,"[""ox14-c000046"", ""ox14-c000211"", ""ox14-c000246"", ""ox14-c000323"", ""ox14-c000168""]",ow14-s0165,positive,"{""ox14-c000046"": 132, ""ox14-c000168"": 117, ""ox14-c000211"": 132, ""ox14-c000246"": 132, ""ox14-c000323"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,strictly_lowest,5,0,True,False,True,117,2,False
False,5,2,True,False,3,"[""ox14-c000071"", ""ox14-c000108"", ""ox14-c000121"", ""ox14-c000025"", ""ox14-c000181""]",ow14-s0166,positive,"{""ox14-c000025"": 117, ""ox14-c000071"": 132, ""ox14-c000108"": 132, ""ox14-c000121"": 132, ""ox14-c000181"": 117}",3-2,"[132, 132, 132, 117, 117]",132>132>132>117>117,tied_for_highest,1,2,False,True,False,132,1,False
False,5,2,True,False,3,"[""ox14-c000058"", ""ox14-c000197"", ""ox14-c000260"", ""ox14-c000012"", ""ox14-c000037""]",ow14-s0167,positive,"{""ox14-c000012"": 117, ""ox14-c000037"": 117, ""ox14-c000058"": 132, ""ox14-c000197"": 132, ""ox14-c000260"": 132}",3-2,"[132, 132, 132, 117, 117]",132>132>132>117>117,tied_for_highest,3,2,False,True,False,132,1,False
False,5,2,True,False,4,"[""ox14-c000215"", ""ox14-c000245"", ""ox14-c000270"", ""ox14-c000354"", ""ox14-c000374""]",ow14-s0168,positive,"{""ox14-c000215"": 132, ""ox14-c000245"": 132, ""ox14-c000270"": 132, ""ox14-c000354"": 132, ""ox14-c000374"": 127}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,tied_for_highest,1,3,False,True,False,132,1,False
False,5,3,True,False,3,"[""ox14-c000075"", ""ox14-c000106"", ""ox14-c000127"", ""ox14-c000087"", ""ox14-c000033""]",ow14-s0169,positive,"{""ox14-c000033"": 117, ""ox14-c000075"": 132, ""ox14-c000087"": 127, ""ox14-c000106"": 132, ""ox14-c000127"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,tied_for_highest,2,2,False,True,False,132,1,False
False,5,2,True,False,4,"[""ox14-c000277"", ""ox14-c000352"", ""ox14-c000406"", ""ox14-c000420"", ""ox14-c000297""]",ow14-s0170,positive,"{""ox14-c000277"": 132, ""ox14-c000297"": 117, ""ox14-c000352"": 132, ""ox14-c000406"": 132, ""ox14-c000420"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,tied_for_highest,4,3,False,True,False,132,1,False
False,5,3,True,False,2,"[""ox14-c000060"", ""ox14-c000113"", ""ox14-c000357"", ""ox14-c000183"", ""ox14-c000302""]",ow14-s0171,positive,"{""ox14-c000060"": 132, ""ox14-c000113"": 132, ""ox14-c000183"": 117, ""ox14-c000302"": 117, ""ox14-c000357"": 127}",2-2-1,"[132, 132, 127, 117, 117]",132>132>127>117>117,tied_for_lowest,5,1,False,False,True,117,3,False
False,5,2,True,False,3,"[""ox14-c000103"", ""ox14-c000381"", ""ox14-c000398"", ""ox14-c000013"", ""ox14-c000293""]",ow14-s0172,positive,"{""ox14-c000013"": 117, ""ox14-c000103"": 132, ""ox14-c000293"": 117, ""ox14-c000381"": 132, ""ox14-c000398"": 132}",3-2,"[132, 132, 132, 117, 117]",132>132>132>117>117,tied_for_lowest,4,1,False,False,True,117,2,False
False,5,2,True,False,3,"[""ox14-c000107"", ""ox14-c000142"", ""ox14-c000422"", ""ox14-c000093"", ""ox14-c000373""]",ow14-s0173,positive,"{""ox14-c000093"": 127, ""ox14-c000107"": 132, ""ox14-c000142"": 132, ""ox14-c000373"": 127, ""ox14-c000422"": 132}",3-2,"[132, 132, 132, 127, 127]",132>132>132>127>127,tied_for_highest,2,2,False,True,False,132,1,False
True,5,1,True,True,5,"[""ox14-c000053"", ""ox14-c000128"", ""ox14-c000337"", ""ox14-c000350"", ""ox14-c000427""]",ow14-s0174,positive,"{""ox14-c000053"": 132, ""ox14-c000128"": 132, ""ox14-c000337"": 132, ""ox14-c000350"": 132, ""ox14-c000427"": 132}",5,"[132, 132, 132, 132, 132]",132>132>132>132>132,all_candidates_tied_for_highest_and_lowest,2,4,False,True,True,132,1,True
False,5,2,True,False,3,"[""ox14-c000216"", ""ox14-c000344"", ""ox14-c000384"", ""ox14-c000011"", ""ox14-c000016""]",ow14-s0175,positive,"{""ox14-c000011"": 117, ""ox14-c000016"": 117, ""ox14-c000216"": 132, ""ox14-c000344"": 132, ""ox14-c000384"": 132}",3-2,"[132, 132, 132, 117, 117]",132>132>132>117>117,tied_for_lowest,4,1,False,False,True,117,2,False
False,5,2,True,False,3,"[""ox14-c000207"", ""ox14-c000220"", ""ox14-c000268"", ""ox14-c000177"", ""ox14-c000313""]",ow14-s0176,positive,"{""ox14-c000177"": 117, ""ox14-c000207"": 132, ""ox14-c000220"": 132, ""ox14-c000268"": 132, ""ox14-c000313"": 117}",3-2,"[132, 132, 132, 117, 117]",132>132>132>117>117,tied_for_lowest,5,1,False,False,True,117,2,False
False,5,2,True,False,3,"[""ox14-c000061"", ""ox14-c000076"", ""ox14-c000434"", ""ox14-c000026"", ""ox14-c000314""]",ow14-s0177,positive,"{""ox14-c000026"": 117, ""ox14-c000061"": 132, ""ox14-c000076"": 132, ""ox14-c000314"": 117, ""ox14-c000434"": 132}",3-2,"[132, 132, 132, 117, 117]",132>132>132>117>117,tied_for_highest,2,2,False,True,False,132,1,False
False,5,3,True,False,3,"[""ox14-c000109"", ""ox14-c000219"", ""ox14-c000273"", ""ox14-c000361"", ""ox14-c000034""]",ow14-s0178,positive,"{""ox14-c000034"": 117, ""ox14-c000109"": 132, ""ox14-c000219"": 132, ""ox14-c000273"": 132, ""ox14-c000361"": 127}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,neither_highest_nor_lowest_middle,4,0,True,False,False,127,2,False
False,5,3,True,False,2,"[""ox14-c000101"", ""ox14-c000405"", ""ox14-c000363"", ""ox14-c000172"", ""ox14-c000303""]",ow14-s0179,positive,"{""ox14-c000101"": 132, ""ox14-c000172"": 117, ""ox14-c000303"": 117, ""ox14-c000363"": 127, ""ox14-c000405"": 132}",2-2-1,"[132, 132, 127, 117, 117]",132>132>127>117>117,tied_for_lowest,4,1,False,False,True,117,3,False
False,5,2,True,False,4,"[""ox14-c000064"", ""ox14-c000100"", ""ox14-c000111"", ""ox14-c000407"", ""ox14-c000226""]",ow14-s0180,positive,"{""ox14-c000064"": 132, ""ox14-c000100"": 132, ""ox14-c000111"": 132, ""ox14-c000226"": 127, ""ox14-c000407"": 132}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,tied_for_highest,4,3,False,True,False,132,1,False
False,5,2,True,False,4,"[""ox14-c000048"", ""ox14-c000141"", ""ox14-c000212"", ""ox14-c000387"", ""ox14-c000298""]",ow14-s0181,positive,"{""ox14-c000048"": 132, ""ox14-c000141"": 132, ""ox14-c000212"": 132, ""ox14-c000298"": 117, ""ox14-c000387"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,strictly_lowest,5,0,True,False,True,117,2,False
False,5,3,True,False,3,"[""ox14-c000251"", ""ox14-c000399"", ""ox14-c000423"", ""ox14-c000082"", ""ox14-c000178""]",ow14-s0182,positive,"{""ox14-c000082"": 127, ""ox14-c000178"": 117, ""ox14-c000251"": 132, ""ox14-c000399"": 132, ""ox14-c000423"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,strictly_lowest,5,0,True,False,True,117,3,False
False,5,3,True,False,3,"[""ox14-c000077"", ""ox14-c000115"", ""ox14-c000410"", ""ox14-c000085"", ""ox14-c000296""]",ow14-s0183,positive,"{""ox14-c000077"": 132, ""ox14-c000085"": 127, ""ox14-c000115"": 132, ""ox14-c000296"": 117, ""ox14-c000410"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,tied_for_highest,2,2,False,True,False,132,1,False
False,5,2,True,False,4,"[""ox14-c000005"", ""ox14-c000118"", ""ox14-c000353"", ""ox14-c000395"", ""ox14-c000223""]",ow14-s0184,positive,"{""ox14-c000005"": 132, ""ox14-c000118"": 132, ""ox14-c000223"": 127, ""ox14-c000353"": 132, ""ox14-c000395"": 132}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,tied_for_highest,1,3,False,True,False,132,1,False
False,5,2,True,False,4,"[""ox14-c000188"", ""ox14-c000015"", ""ox14-c000307"", ""ox14-c000311"", ""ox14-c000315""]",ow14-s0185,positive,"{""ox14-c000015"": 117, ""ox14-c000188"": 132, ""ox14-c000307"": 117, ""ox14-c000311"": 117, ""ox14-c000315"": 117}",4-1,"[132, 117, 117, 117, 117]",132>117>117>117>117,tied_for_lowest,2,3,False,False,True,117,2,False
False,5,2,True,False,3,"[""ox14-c000351"", ""ox14-c000404"", ""ox14-c000161"", ""ox14-c000167"", ""ox14-c000182""]",ow14-s0186,positive,"{""ox14-c000161"": 117, ""ox14-c000167"": 117, ""ox14-c000182"": 117, ""ox14-c000351"": 132, ""ox14-c000404"": 132}",3-2,"[132, 132, 117, 117, 117]",132>132>117>117>117,tied_for_lowest,5,2,False,False,True,117,2,False
False,5,2,True,False,3,"[""ox14-c000117"", ""ox14-c000272"", ""ox14-c000429"", ""ox14-c000029"", ""ox14-c000038""]",ow14-s0187,positive,"{""ox14-c000029"": 117, ""ox14-c000038"": 117, ""ox14-c000117"": 132, ""ox14-c000272"": 132, ""ox14-c000429"": 132}",3-2,"[132, 132, 132, 117, 117]",132>132>132>117>117,tied_for_lowest,5,1,False,False,True,117,2,False
True,5,1,True,True,5,"[""ox14-c000059"", ""ox14-c000136"", ""ox14-c000185"", ""ox14-c000346"", ""ox14-c000377""]",ow14-s0188,positive,"{""ox14-c000059"": 132, ""ox14-c000136"": 132, ""ox14-c000185"": 132, ""ox14-c000346"": 132, ""ox14-c000377"": 132}",5,"[132, 132, 132, 132, 132]",132>132>132>132>132,all_candidates_tied_for_highest_and_lowest,1,4,False,True,True,132,1,True
True,5,1,True,True,5,"[""ox14-c000070"", ""ox14-c000191"", ""ox14-c000198"", ""ox14-c000247"", ""ox14-c000396""]",ow14-s0189,positive,"{""ox14-c000070"": 132, ""ox14-c000191"": 132, ""ox14-c000198"": 132, ""ox14-c000247"": 132, ""ox14-c000396"": 132}",5,"[132, 132, 132, 132, 132]",132>132>132>132>132,all_candidates_tied_for_highest_and_lowest,2,4,False,True,True,132,1,True
False,5,2,True,False,3,"[""ox14-c000056"", ""ox14-c000099"", ""ox14-c000102"", ""ox14-c000014"", ""ox14-c000023""]",ow14-s0190,positive,"{""ox14-c000014"": 117, ""ox14-c000023"": 117, ""ox14-c000056"": 132, ""ox14-c000099"": 132, ""ox14-c000102"": 132}",3-2,"[132, 132, 132, 117, 117]",132>132>132>117>117,tied_for_lowest,4,1,False,False,True,117,2,False
False,5,3,True,False,2,"[""ox14-c000189"", ""ox14-c000348"", ""ox14-c000236"", ""ox14-c000024"", ""ox14-c000030""]",ow14-s0191,positive,"{""ox14-c000024"": 117, ""ox14-c000030"": 117, ""ox14-c000189"": 132, ""ox14-c000236"": 127, ""ox14-c000348"": 132}",2-2-1,"[132, 132, 127, 117, 117]",132>132>127>117>117,tied_for_lowest,4,1,False,False,True,117,3,False
False,5,2,True,False,3,"[""ox14-c000209"", ""ox14-c000341"", ""ox14-c000426"", ""ox14-c000083"", ""ox14-c000088""]",ow14-s0192,positive,"{""ox14-c000083"": 127, ""ox14-c000088"": 127, ""ox14-c000209"": 132, ""ox14-c000341"": 132, ""ox14-c000426"": 132}",3-2,"[132, 132, 132, 127, 127]",132>132>132>127>127,tied_for_lowest,5,1,False,False,True,127,2,False
False,5,2,True,False,4,"[""ox14-c000184"", ""ox14-c000254"", ""ox14-c000259"", ""ox14-c000333"", ""ox14-c000371""]",ow14-s0193,positive,"{""ox14-c000184"": 132, ""ox14-c000254"": 132, ""ox14-c000259"": 132, ""ox14-c000333"": 132, ""ox14-c000371"": 127}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,strictly_lowest,5,0,True,False,True,127,2,False
False,5,3,True,False,3,"[""ox14-c000195"", ""ox14-c000278"", ""ox14-c000355"", ""ox14-c000229"", ""ox14-c000031""]",ow14-s0194,positive,"{""ox14-c000031"": 117, ""ox14-c000195"": 132, ""ox14-c000229"": 127, ""ox14-c000278"": 132, ""ox14-c000355"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,tied_for_highest,1,2,False,True,False,132,1,False
