sequence,row_id,arm_id,representation_condition,scenario_id,trial_number,snapshot_path,candidate_test_budget,top_k,scored
3641,ow14-1-r03641,qwen_minimal,minimal,ow14-s0045,5,model-facing/minimal-candidate-snapshots/ow14-s0045.json,4,4,True
3642,ow14-1-r03642,qwen_enriched,enriched,ow14-s0045,5,model-facing/enriched-candidate-snapshots/ow14-s0045.json,4,4,True
3643,ow14-1-r03643,qwen_minimal,minimal,ow14-s0046,1,model-facing/minimal-candidate-snapshots/ow14-s0046.json,4,4,True
3644,ow14-1-r03644,qwen_enriched,enriched,ow14-s0046,1,model-facing/enriched-candidate-snapshots/ow14-s0046.json,4,4,True
3645,ow14-1-r03645,qwen_minimal,minimal,ow14-s0046,2,model-facing/minimal-candidate-snapshots/ow14-s0046.json,4,4,True
3646,ow14-1-r03646,qwen_enriched,enriched,ow14-s0046,2,model-facing/enriched-candidate-snapshots/ow14-s0046.json,4,4,True
3647,ow14-1-r03647,qwen_minimal,minimal,ow14-s0046,3,model-facing/minimal-candidate-snapshots/ow14-s0046.json,4,4,True
3648,ow14-1-r03648,qwen_enriched,enriched,ow14-s0046,3,model-facing/enriched-candidate-snapshots/ow14-s0046.json,4,4,True
3649,ow14-1-r03649,qwen_minimal,minimal,ow14-s0046,4,model-facing/minimal-candidate-snapshots/ow14-s0046.json,4,4,True
3650,ow14-1-r03650,qwen_enriched,enriched,ow14-s0046,4,model-facing/enriched-candidate-snapshots/ow14-s0046.json,4,4,True
3651,ow14-1-r03651,qwen_minimal,minimal,ow14-s0046,5,model-facing/minimal-candidate-snapshots/ow14-s0046.json,4,4,True
3652,ow14-1-r03652,qwen_enriched,enriched,ow14-s0046,5,model-facing/enriched-candidate-snapshots/ow14-s0046.json,4,4,True
3653,ow14-1-r03653,qwen_minimal,minimal,ow14-s0047,1,model-facing/minimal-candidate-snapshots/ow14-s0047.json,4,4,True
3654,ow14-1-r03654,qwen_enriched,enriched,ow14-s0047,1,model-facing/enriched-candidate-snapshots/ow14-s0047.json,4,4,True
3655,ow14-1-r03655,qwen_minimal,minimal,ow14-s0047,2,model-facing/minimal-candidate-snapshots/ow14-s0047.json,4,4,True
3656,ow14-1-r03656,qwen_enriched,enriched,ow14-s0047,2,model-facing/enriched-candidate-snapshots/ow14-s0047.json,4,4,True
3657,ow14-1-r03657,qwen_minimal,minimal,ow14-s0047,3,model-facing/minimal-candidate-snapshots/ow14-s0047.json,4,4,True
3658,ow14-1-r03658,qwen_enriched,enriched,ow14-s0047,3,model-facing/enriched-candidate-snapshots/ow14-s0047.json,4,4,True
3659,ow14-1-r03659,qwen_minimal,minimal,ow14-s0047,4,model-facing/minimal-candidate-snapshots/ow14-s0047.json,4,4,True
3660,ow14-1-r03660,qwen_enriched,enriched,ow14-s0047,4,model-facing/enriched-candidate-snapshots/ow14-s0047.json,4,4,True
3661,ow14-1-r03661,qwen_minimal,minimal,ow14-s0047,5,model-facing/minimal-candidate-snapshots/ow14-s0047.json,4,4,True
3662,ow14-1-r03662,qwen_enriched,enriched,ow14-s0047,5,model-facing/enriched-candidate-snapshots/ow14-s0047.json,4,4,True
3663,ow14-1-r03663,qwen_minimal,minimal,ow14-s0048,1,model-facing/minimal-candidate-snapshots/ow14-s0048.json,4,4,True
3664,ow14-1-r03664,qwen_enriched,enriched,ow14-s0048,1,model-facing/enriched-candidate-snapshots/ow14-s0048.json,4,4,True
3665,ow14-1-r03665,qwen_minimal,minimal,ow14-s0048,2,model-facing/minimal-candidate-snapshots/ow14-s0048.json,4,4,True
3666,ow14-1-r03666,qwen_enriched,enriched,ow14-s0048,2,model-facing/enriched-candidate-snapshots/ow14-s0048.json,4,4,True
3667,ow14-1-r03667,qwen_minimal,minimal,ow14-s0048,3,model-facing/minimal-candidate-snapshots/ow14-s0048.json,4,4,True
3668,ow14-1-r03668,qwen_enriched,enriched,ow14-s0048,3,model-facing/enriched-candidate-snapshots/ow14-s0048.json,4,4,True
3669,ow14-1-r03669,qwen_minimal,minimal,ow14-s0048,4,model-facing/minimal-candidate-snapshots/ow14-s0048.json,4,4,True
3670,ow14-1-r03670,qwen_enriched,enriched,ow14-s0048,4,model-facing/enriched-candidate-snapshots/ow14-s0048.json,4,4,True
3671,ow14-1-r03671,qwen_minimal,minimal,ow14-s0048,5,model-facing/minimal-candidate-snapshots/ow14-s0048.json,4,4,True
3672,ow14-1-r03672,qwen_enriched,enriched,ow14-s0048,5,model-facing/enriched-candidate-snapshots/ow14-s0048.json,4,4,True
3673,ow14-1-r03673,qwen_minimal,minimal,ow14-s0049,1,model-facing/minimal-candidate-snapshots/ow14-s0049.json,4,4,True
3674,ow14-1-r03674,qwen_enriched,enriched,ow14-s0049,1,model-facing/enriched-candidate-snapshots/ow14-s0049.json,4,4,True
3675,ow14-1-r03675,qwen_minimal,minimal,ow14-s0049,2,model-facing/minimal-candidate-snapshots/ow14-s0049.json,4,4,True
3676,ow14-1-r03676,qwen_enriched,enriched,ow14-s0049,2,model-facing/enriched-candidate-snapshots/ow14-s0049.json,4,4,True
3677,ow14-1-r03677,qwen_minimal,minimal,ow14-s0049,3,model-facing/minimal-candidate-snapshots/ow14-s0049.json,4,4,True
3678,ow14-1-r03678,qwen_enriched,enriched,ow14-s0049,3,model-facing/enriched-candidate-snapshots/ow14-s0049.json,4,4,True
3679,ow14-1-r03679,qwen_minimal,minimal,ow14-s0049,4,model-facing/minimal-candidate-snapshots/ow14-s0049.json,4,4,True
3680,ow14-1-r03680,qwen_enriched,enriched,ow14-s0049,4,model-facing/enriched-candidate-snapshots/ow14-s0049.json,4,4,True
3681,ow14-1-r03681,qwen_minimal,minimal,ow14-s0049,5,model-facing/minimal-candidate-snapshots/ow14-s0049.json,4,4,True
3682,ow14-1-r03682,qwen_enriched,enriched,ow14-s0049,5,model-facing/enriched-candidate-snapshots/ow14-s0049.json,4,4,True
3683,ow14-1-r03683,qwen_minimal,minimal,ow14-s0050,1,model-facing/minimal-candidate-snapshots/ow14-s0050.json,4,4,True
3684,ow14-1-r03684,qwen_enriched,enriched,ow14-s0050,1,model-facing/enriched-candidate-snapshots/ow14-s0050.json,4,4,True
3685,ow14-1-r03685,qwen_minimal,minimal,ow14-s0050,2,model-facing/minimal-candidate-snapshots/ow14-s0050.json,4,4,True
3686,ow14-1-r03686,qwen_enriched,enriched,ow14-s0050,2,model-facing/enriched-candidate-snapshots/ow14-s0050.json,4,4,True
3687,ow14-1-r03687,qwen_minimal,minimal,ow14-s0050,3,model-facing/minimal-candidate-snapshots/ow14-s0050.json,4,4,True
3688,ow14-1-r03688,qwen_enriched,enriched,ow14-s0050,3,model-facing/enriched-candidate-snapshots/ow14-s0050.json,4,4,True
3689,ow14-1-r03689,qwen_minimal,minimal,ow14-s0050,4,model-facing/minimal-candidate-snapshots/ow14-s0050.json,4,4,True
3690,ow14-1-r03690,qwen_enriched,enriched,ow14-s0050,4,model-facing/enriched-candidate-snapshots/ow14-s0050.json,4,4,True
3691,ow14-1-r03691,qwen_minimal,minimal,ow14-s0050,5,model-facing/minimal-candidate-snapshots/ow14-s0050.json,4,4,True
3692,ow14-1-r03692,qwen_enriched,enriched,ow14-s0050,5,model-facing/enriched-candidate-snapshots/ow14-s0050.json,4,4,True
3693,ow14-1-r03693,qwen_minimal,minimal,ow14-s0051,1,model-facing/minimal-candidate-snapshots/ow14-s0051.json,4,4,True
3694,ow14-1-r03694,qwen_enriched,enriched,ow14-s0051,1,model-facing/enriched-candidate-snapshots/ow14-s0051.json,4,4,True
3695,ow14-1-r03695,qwen_minimal,minimal,ow14-s0051,2,model-facing/minimal-candidate-snapshots/ow14-s0051.json,4,4,True
3696,ow14-1-r03696,qwen_enriched,enriched,ow14-s0051,2,model-facing/enriched-candidate-snapshots/ow14-s0051.json,4,4,True
3697,ow14-1-r03697,qwen_minimal,minimal,ow14-s0051,3,model-facing/minimal-candidate-snapshots/ow14-s0051.json,4,4,True
3698,ow14-1-r03698,qwen_enriched,enriched,ow14-s0051,3,model-facing/enriched-candidate-snapshots/ow14-s0051.json,4,4,True
3699,ow14-1-r03699,qwen_minimal,minimal,ow14-s0051,4,model-facing/minimal-candidate-snapshots/ow14-s0051.json,4,4,True
3700,ow14-1-r03700,qwen_enriched,enriched,ow14-s0051,4,model-facing/enriched-candidate-snapshots/ow14-s0051.json,4,4,True
3701,ow14-1-r03701,qwen_minimal,minimal,ow14-s0051,5,model-facing/minimal-candidate-snapshots/ow14-s0051.json,4,4,True
3702,ow14-1-r03702,qwen_enriched,enriched,ow14-s0051,5,model-facing/enriched-candidate-snapshots/ow14-s0051.json,4,4,True
3703,ow14-1-r03703,qwen_minimal,minimal,ow14-s0052,1,model-facing/minimal-candidate-snapshots/ow14-s0052.json,4,4,True
3704,ow14-1-r03704,qwen_enriched,enriched,ow14-s0052,1,model-facing/enriched-candidate-snapshots/ow14-s0052.json,4,4,True
3705,ow14-1-r03705,qwen_minimal,minimal,ow14-s0052,2,model-facing/minimal-candidate-snapshots/ow14-s0052.json,4,4,True
3706,ow14-1-r03706,qwen_enriched,enriched,ow14-s0052,2,model-facing/enriched-candidate-snapshots/ow14-s0052.json,4,4,True
3707,ow14-1-r03707,qwen_minimal,minimal,ow14-s0052,3,model-facing/minimal-candidate-snapshots/ow14-s0052.json,4,4,True
3708,ow14-1-r03708,qwen_enriched,enriched,ow14-s0052,3,model-facing/enriched-candidate-snapshots/ow14-s0052.json,4,4,True
3709,ow14-1-r03709,qwen_minimal,minimal,ow14-s0052,4,model-facing/minimal-candidate-snapshots/ow14-s0052.json,4,4,True
3710,ow14-1-r03710,qwen_enriched,enriched,ow14-s0052,4,model-facing/enriched-candidate-snapshots/ow14-s0052.json,4,4,True
3711,ow14-1-r03711,qwen_minimal,minimal,ow14-s0052,5,model-facing/minimal-candidate-snapshots/ow14-s0052.json,4,4,True
3712,ow14-1-r03712,qwen_enriched,enriched,ow14-s0052,5,model-facing/enriched-candidate-snapshots/ow14-s0052.json,4,4,True
3713,ow14-1-r03713,qwen_minimal,minimal,ow14-s0053,1,model-facing/minimal-candidate-snapshots/ow14-s0053.json,4,4,True
3714,ow14-1-r03714,qwen_enriched,enriched,ow14-s0053,1,model-facing/enriched-candidate-snapshots/ow14-s0053.json,4,4,True
3715,ow14-1-r03715,qwen_minimal,minimal,ow14-s0053,2,model-facing/minimal-candidate-snapshots/ow14-s0053.json,4,4,True
3716,ow14-1-r03716,qwen_enriched,enriched,ow14-s0053,2,model-facing/enriched-candidate-snapshots/ow14-s0053.json,4,4,True
3717,ow14-1-r03717,qwen_minimal,minimal,ow14-s0053,3,model-facing/minimal-candidate-snapshots/ow14-s0053.json,4,4,True
3718,ow14-1-r03718,qwen_enriched,enriched,ow14-s0053,3,model-facing/enriched-candidate-snapshots/ow14-s0053.json,4,4,True
3719,ow14-1-r03719,qwen_minimal,minimal,ow14-s0053,4,model-facing/minimal-candidate-snapshots/ow14-s0053.json,4,4,True
3720,ow14-1-r03720,qwen_enriched,enriched,ow14-s0053,4,model-facing/enriched-candidate-snapshots/ow14-s0053.json,4,4,True
3721,ow14-1-r03721,qwen_minimal,minimal,ow14-s0053,5,model-facing/minimal-candidate-snapshots/ow14-s0053.json,4,4,True
3722,ow14-1-r03722,qwen_enriched,enriched,ow14-s0053,5,model-facing/enriched-candidate-snapshots/ow14-s0053.json,4,4,True
3723,ow14-1-r03723,qwen_minimal,minimal,ow14-s0054,1,model-facing/minimal-candidate-snapshots/ow14-s0054.json,4,4,True
3724,ow14-1-r03724,qwen_enriched,enriched,ow14-s0054,1,model-facing/enriched-candidate-snapshots/ow14-s0054.json,4,4,True
3725,ow14-1-r03725,qwen_minimal,minimal,ow14-s0054,2,model-facing/minimal-candidate-snapshots/ow14-s0054.json,4,4,True
3726,ow14-1-r03726,qwen_enriched,enriched,ow14-s0054,2,model-facing/enriched-candidate-snapshots/ow14-s0054.json,4,4,True
3727,ow14-1-r03727,qwen_minimal,minimal,ow14-s0054,3,model-facing/minimal-candidate-snapshots/ow14-s0054.json,4,4,True
3728,ow14-1-r03728,qwen_enriched,enriched,ow14-s0054,3,model-facing/enriched-candidate-snapshots/ow14-s0054.json,4,4,True
3729,ow14-1-r03729,qwen_minimal,minimal,ow14-s0054,4,model-facing/minimal-candidate-snapshots/ow14-s0054.json,4,4,True
3730,ow14-1-r03730,qwen_enriched,enriched,ow14-s0054,4,model-facing/enriched-candidate-snapshots/ow14-s0054.json,4,4,True
3731,ow14-1-r03731,qwen_minimal,minimal,ow14-s0054,5,model-facing/minimal-candidate-snapshots/ow14-s0054.json,4,4,True
3732,ow14-1-r03732,qwen_enriched,enriched,ow14-s0054,5,model-facing/enriched-candidate-snapshots/ow14-s0054.json,4,4,True
3733,ow14-1-r03733,qwen_minimal,minimal,ow14-s0055,1,model-facing/minimal-candidate-snapshots/ow14-s0055.json,4,4,True
3734,ow14-1-r03734,qwen_enriched,enriched,ow14-s0055,1,model-facing/enriched-candidate-snapshots/ow14-s0055.json,4,4,True
3735,ow14-1-r03735,qwen_minimal,minimal,ow14-s0055,2,model-facing/minimal-candidate-snapshots/ow14-s0055.json,4,4,True
3736,ow14-1-r03736,qwen_enriched,enriched,ow14-s0055,2,model-facing/enriched-candidate-snapshots/ow14-s0055.json,4,4,True
3737,ow14-1-r03737,qwen_minimal,minimal,ow14-s0055,3,model-facing/minimal-candidate-snapshots/ow14-s0055.json,4,4,True
3738,ow14-1-r03738,qwen_enriched,enriched,ow14-s0055,3,model-facing/enriched-candidate-snapshots/ow14-s0055.json,4,4,True
3739,ow14-1-r03739,qwen_minimal,minimal,ow14-s0055,4,model-facing/minimal-candidate-snapshots/ow14-s0055.json,4,4,True
3740,ow14-1-r03740,qwen_enriched,enriched,ow14-s0055,4,model-facing/enriched-candidate-snapshots/ow14-s0055.json,4,4,True
3741,ow14-1-r03741,qwen_minimal,minimal,ow14-s0055,5,model-facing/minimal-candidate-snapshots/ow14-s0055.json,4,4,True
3742,ow14-1-r03742,qwen_enriched,enriched,ow14-s0055,5,model-facing/enriched-candidate-snapshots/ow14-s0055.json,4,4,True
3743,ow14-1-r03743,qwen_minimal,minimal,ow14-s0056,1,model-facing/minimal-candidate-snapshots/ow14-s0056.json,4,4,True
3744,ow14-1-r03744,qwen_enriched,enriched,ow14-s0056,1,model-facing/enriched-candidate-snapshots/ow14-s0056.json,4,4,True
3745,ow14-1-r03745,qwen_minimal,minimal,ow14-s0056,2,model-facing/minimal-candidate-snapshots/ow14-s0056.json,4,4,True
3746,ow14-1-r03746,qwen_enriched,enriched,ow14-s0056,2,model-facing/enriched-candidate-snapshots/ow14-s0056.json,4,4,True
3747,ow14-1-r03747,qwen_minimal,minimal,ow14-s0056,3,model-facing/minimal-candidate-snapshots/ow14-s0056.json,4,4,True
3748,ow14-1-r03748,qwen_enriched,enriched,ow14-s0056,3,model-facing/enriched-candidate-snapshots/ow14-s0056.json,4,4,True
3749,ow14-1-r03749,qwen_minimal,minimal,ow14-s0056,4,model-facing/minimal-candidate-snapshots/ow14-s0056.json,4,4,True
3750,ow14-1-r03750,qwen_enriched,enriched,ow14-s0056,4,model-facing/enriched-candidate-snapshots/ow14-s0056.json,4,4,True
3751,ow14-1-r03751,qwen_minimal,minimal,ow14-s0056,5,model-facing/minimal-candidate-snapshots/ow14-s0056.json,4,4,True
3752,ow14-1-r03752,qwen_enriched,enriched,ow14-s0056,5,model-facing/enriched-candidate-snapshots/ow14-s0056.json,4,4,True
3753,ow14-1-r03753,qwen_minimal,minimal,ow14-s0057,1,model-facing/minimal-candidate-snapshots/ow14-s0057.json,4,4,True
3754,ow14-1-r03754,qwen_enriched,enriched,ow14-s0057,1,model-facing/enriched-candidate-snapshots/ow14-s0057.json,4,4,True
3755,ow14-1-r03755,qwen_minimal,minimal,ow14-s0057,2,model-facing/minimal-candidate-snapshots/ow14-s0057.json,4,4,True
3756,ow14-1-r03756,qwen_enriched,enriched,ow14-s0057,2,model-facing/enriched-candidate-snapshots/ow14-s0057.json,4,4,True
3757,ow14-1-r03757,qwen_minimal,minimal,ow14-s0057,3,model-facing/minimal-candidate-snapshots/ow14-s0057.json,4,4,True
3758,ow14-1-r03758,qwen_enriched,enriched,ow14-s0057,3,model-facing/enriched-candidate-snapshots/ow14-s0057.json,4,4,True
3759,ow14-1-r03759,qwen_minimal,minimal,ow14-s0057,4,model-facing/minimal-candidate-snapshots/ow14-s0057.json,4,4,True
3760,ow14-1-r03760,qwen_enriched,enriched,ow14-s0057,4,model-facing/enriched-candidate-snapshots/ow14-s0057.json,4,4,True
3761,ow14-1-r03761,qwen_minimal,minimal,ow14-s0057,5,model-facing/minimal-candidate-snapshots/ow14-s0057.json,4,4,True
3762,ow14-1-r03762,qwen_enriched,enriched,ow14-s0057,5,model-facing/enriched-candidate-snapshots/ow14-s0057.json,4,4,True
3763,ow14-1-r03763,qwen_minimal,minimal,ow14-s0058,1,model-facing/minimal-candidate-snapshots/ow14-s0058.json,4,4,True
3764,ow14-1-r03764,qwen_enriched,enriched,ow14-s0058,1,model-facing/enriched-candidate-snapshots/ow14-s0058.json,4,4,True
3765,ow14-1-r03765,qwen_minimal,minimal,ow14-s0058,2,model-facing/minimal-candidate-snapshots/ow14-s0058.json,4,4,True
3766,ow14-1-r03766,qwen_enriched,enriched,ow14-s0058,2,model-facing/enriched-candidate-snapshots/ow14-s0058.json,4,4,True
3767,ow14-1-r03767,qwen_minimal,minimal,ow14-s0058,3,model-facing/minimal-candidate-snapshots/ow14-s0058.json,4,4,True
3768,ow14-1-r03768,qwen_enriched,enriched,ow14-s0058,3,model-facing/enriched-candidate-snapshots/ow14-s0058.json,4,4,True
3769,ow14-1-r03769,qwen_minimal,minimal,ow14-s0058,4,model-facing/minimal-candidate-snapshots/ow14-s0058.json,4,4,True
3770,ow14-1-r03770,qwen_enriched,enriched,ow14-s0058,4,model-facing/enriched-candidate-snapshots/ow14-s0058.json,4,4,True
3771,ow14-1-r03771,qwen_minimal,minimal,ow14-s0058,5,model-facing/minimal-candidate-snapshots/ow14-s0058.json,4,4,True
3772,ow14-1-r03772,qwen_enriched,enriched,ow14-s0058,5,model-facing/enriched-candidate-snapshots/ow14-s0058.json,4,4,True
3773,ow14-1-r03773,qwen_minimal,minimal,ow14-s0059,1,model-facing/minimal-candidate-snapshots/ow14-s0059.json,4,4,True
3774,ow14-1-r03774,qwen_enriched,enriched,ow14-s0059,1,model-facing/enriched-candidate-snapshots/ow14-s0059.json,4,4,True
3775,ow14-1-r03775,qwen_minimal,minimal,ow14-s0059,2,model-facing/minimal-candidate-snapshots/ow14-s0059.json,4,4,True
3776,ow14-1-r03776,qwen_enriched,enriched,ow14-s0059,2,model-facing/enriched-candidate-snapshots/ow14-s0059.json,4,4,True
3777,ow14-1-r03777,qwen_minimal,minimal,ow14-s0059,3,model-facing/minimal-candidate-snapshots/ow14-s0059.json,4,4,True
3778,ow14-1-r03778,qwen_enriched,enriched,ow14-s0059,3,model-facing/enriched-candidate-snapshots/ow14-s0059.json,4,4,True
3779,ow14-1-r03779,qwen_minimal,minimal,ow14-s0059,4,model-facing/minimal-candidate-snapshots/ow14-s0059.json,4,4,True
3780,ow14-1-r03780,qwen_enriched,enriched,ow14-s0059,4,model-facing/enriched-candidate-snapshots/ow14-s0059.json,4,4,True
3781,ow14-1-r03781,qwen_minimal,minimal,ow14-s0059,5,model-facing/minimal-candidate-snapshots/ow14-s0059.json,4,4,True
3782,ow14-1-r03782,qwen_enriched,enriched,ow14-s0059,5,model-facing/enriched-candidate-snapshots/ow14-s0059.json,4,4,True
3783,ow14-1-r03783,qwen_minimal,minimal,ow14-s0060,1,model-facing/minimal-candidate-snapshots/ow14-s0060.json,4,4,True
3784,ow14-1-r03784,qwen_enriched,enriched,ow14-s0060,1,model-facing/enriched-candidate-snapshots/ow14-s0060.json,4,4,True
3785,ow14-1-r03785,qwen_minimal,minimal,ow14-s0060,2,model-facing/minimal-candidate-snapshots/ow14-s0060.json,4,4,True
3786,ow14-1-r03786,qwen_enriched,enriched,ow14-s0060,2,model-facing/enriched-candidate-snapshots/ow14-s0060.json,4,4,True
3787,ow14-1-r03787,qwen_minimal,minimal,ow14-s0060,3,model-facing/minimal-candidate-snapshots/ow14-s0060.json,4,4,True
3788,ow14-1-r03788,qwen_enriched,enriched,ow14-s0060,3,model-facing/enriched-candidate-snapshots/ow14-s0060.json,4,4,True
3789,ow14-1-r03789,qwen_minimal,minimal,ow14-s0060,4,model-facing/minimal-candidate-snapshots/ow14-s0060.json,4,4,True
3790,ow14-1-r03790,qwen_enriched,enriched,ow14-s0060,4,model-facing/enriched-candidate-snapshots/ow14-s0060.json,4,4,True
3791,ow14-1-r03791,qwen_minimal,minimal,ow14-s0060,5,model-facing/minimal-candidate-snapshots/ow14-s0060.json,4,4,True
3792,ow14-1-r03792,qwen_enriched,enriched,ow14-s0060,5,model-facing/enriched-candidate-snapshots/ow14-s0060.json,4,4,True
3793,ow14-1-r03793,qwen_minimal,minimal,ow14-s0061,1,model-facing/minimal-candidate-snapshots/ow14-s0061.json,4,4,True
3794,ow14-1-r03794,qwen_enriched,enriched,ow14-s0061,1,model-facing/enriched-candidate-snapshots/ow14-s0061.json,4,4,True
3795,ow14-1-r03795,qwen_minimal,minimal,ow14-s0061,2,model-facing/minimal-candidate-snapshots/ow14-s0061.json,4,4,True
3796,ow14-1-r03796,qwen_enriched,enriched,ow14-s0061,2,model-facing/enriched-candidate-snapshots/ow14-s0061.json,4,4,True
3797,ow14-1-r03797,qwen_minimal,minimal,ow14-s0061,3,model-facing/minimal-candidate-snapshots/ow14-s0061.json,4,4,True
3798,ow14-1-r03798,qwen_enriched,enriched,ow14-s0061,3,model-facing/enriched-candidate-snapshots/ow14-s0061.json,4,4,True
3799,ow14-1-r03799,qwen_minimal,minimal,ow14-s0061,4,model-facing/minimal-candidate-snapshots/ow14-s0061.json,4,4,True
3800,ow14-1-r03800,qwen_enriched,enriched,ow14-s0061,4,model-facing/enriched-candidate-snapshots/ow14-s0061.json,4,4,True
3801,ow14-1-r03801,qwen_minimal,minimal,ow14-s0061,5,model-facing/minimal-candidate-snapshots/ow14-s0061.json,4,4,True
3802,ow14-1-r03802,qwen_enriched,enriched,ow14-s0061,5,model-facing/enriched-candidate-snapshots/ow14-s0061.json,4,4,True
3803,ow14-1-r03803,qwen_minimal,minimal,ow14-s0062,1,model-facing/minimal-candidate-snapshots/ow14-s0062.json,4,4,True
3804,ow14-1-r03804,qwen_enriched,enriched,ow14-s0062,1,model-facing/enriched-candidate-snapshots/ow14-s0062.json,4,4,True
3805,ow14-1-r03805,qwen_minimal,minimal,ow14-s0062,2,model-facing/minimal-candidate-snapshots/ow14-s0062.json,4,4,True
3806,ow14-1-r03806,qwen_enriched,enriched,ow14-s0062,2,model-facing/enriched-candidate-snapshots/ow14-s0062.json,4,4,True
3807,ow14-1-r03807,qwen_minimal,minimal,ow14-s0062,3,model-facing/minimal-candidate-snapshots/ow14-s0062.json,4,4,True
3808,ow14-1-r03808,qwen_enriched,enriched,ow14-s0062,3,model-facing/enriched-candidate-snapshots/ow14-s0062.json,4,4,True
3809,ow14-1-r03809,qwen_minimal,minimal,ow14-s0062,4,model-facing/minimal-candidate-snapshots/ow14-s0062.json,4,4,True
3810,ow14-1-r03810,qwen_enriched,enriched,ow14-s0062,4,model-facing/enriched-candidate-snapshots/ow14-s0062.json,4,4,True
3811,ow14-1-r03811,qwen_minimal,minimal,ow14-s0062,5,model-facing/minimal-candidate-snapshots/ow14-s0062.json,4,4,True
3812,ow14-1-r03812,qwen_enriched,enriched,ow14-s0062,5,model-facing/enriched-candidate-snapshots/ow14-s0062.json,4,4,True
3813,ow14-1-r03813,qwen_minimal,minimal,ow14-s0063,1,model-facing/minimal-candidate-snapshots/ow14-s0063.json,4,4,True
3814,ow14-1-r03814,qwen_enriched,enriched,ow14-s0063,1,model-facing/enriched-candidate-snapshots/ow14-s0063.json,4,4,True
3815,ow14-1-r03815,qwen_minimal,minimal,ow14-s0063,2,model-facing/minimal-candidate-snapshots/ow14-s0063.json,4,4,True
3816,ow14-1-r03816,qwen_enriched,enriched,ow14-s0063,2,model-facing/enriched-candidate-snapshots/ow14-s0063.json,4,4,True
3817,ow14-1-r03817,qwen_minimal,minimal,ow14-s0063,3,model-facing/minimal-candidate-snapshots/ow14-s0063.json,4,4,True
3818,ow14-1-r03818,qwen_enriched,enriched,ow14-s0063,3,model-facing/enriched-candidate-snapshots/ow14-s0063.json,4,4,True
3819,ow14-1-r03819,qwen_minimal,minimal,ow14-s0063,4,model-facing/minimal-candidate-snapshots/ow14-s0063.json,4,4,True
3820,ow14-1-r03820,qwen_enriched,enriched,ow14-s0063,4,model-facing/enriched-candidate-snapshots/ow14-s0063.json,4,4,True
3821,ow14-1-r03821,qwen_minimal,minimal,ow14-s0063,5,model-facing/minimal-candidate-snapshots/ow14-s0063.json,4,4,True
3822,ow14-1-r03822,qwen_enriched,enriched,ow14-s0063,5,model-facing/enriched-candidate-snapshots/ow14-s0063.json,4,4,True
3823,ow14-1-r03823,qwen_minimal,minimal,ow14-s0064,1,model-facing/minimal-candidate-snapshots/ow14-s0064.json,4,4,True
3824,ow14-1-r03824,qwen_enriched,enriched,ow14-s0064,1,model-facing/enriched-candidate-snapshots/ow14-s0064.json,4,4,True
3825,ow14-1-r03825,qwen_minimal,minimal,ow14-s0064,2,model-facing/minimal-candidate-snapshots/ow14-s0064.json,4,4,True
3826,ow14-1-r03826,qwen_enriched,enriched,ow14-s0064,2,model-facing/enriched-candidate-snapshots/ow14-s0064.json,4,4,True
3827,ow14-1-r03827,qwen_minimal,minimal,ow14-s0064,3,model-facing/minimal-candidate-snapshots/ow14-s0064.json,4,4,True
3828,ow14-1-r03828,qwen_enriched,enriched,ow14-s0064,3,model-facing/enriched-candidate-snapshots/ow14-s0064.json,4,4,True
3829,ow14-1-r03829,qwen_minimal,minimal,ow14-s0064,4,model-facing/minimal-candidate-snapshots/ow14-s0064.json,4,4,True
3830,ow14-1-r03830,qwen_enriched,enriched,ow14-s0064,4,model-facing/enriched-candidate-snapshots/ow14-s0064.json,4,4,True
3831,ow14-1-r03831,qwen_minimal,minimal,ow14-s0064,5,model-facing/minimal-candidate-snapshots/ow14-s0064.json,4,4,True
3832,ow14-1-r03832,qwen_enriched,enriched,ow14-s0064,5,model-facing/enriched-candidate-snapshots/ow14-s0064.json,4,4,True
3833,ow14-1-r03833,qwen_minimal,minimal,ow14-s0065,1,model-facing/minimal-candidate-snapshots/ow14-s0065.json,4,4,True
3834,ow14-1-r03834,qwen_enriched,enriched,ow14-s0065,1,model-facing/enriched-candidate-snapshots/ow14-s0065.json,4,4,True
3835,ow14-1-r03835,qwen_minimal,minimal,ow14-s0065,2,model-facing/minimal-candidate-snapshots/ow14-s0065.json,4,4,True
3836,ow14-1-r03836,qwen_enriched,enriched,ow14-s0065,2,model-facing/enriched-candidate-snapshots/ow14-s0065.json,4,4,True
3837,ow14-1-r03837,qwen_minimal,minimal,ow14-s0065,3,model-facing/minimal-candidate-snapshots/ow14-s0065.json,4,4,True
3838,ow14-1-r03838,qwen_enriched,enriched,ow14-s0065,3,model-facing/enriched-candidate-snapshots/ow14-s0065.json,4,4,True
3839,ow14-1-r03839,qwen_minimal,minimal,ow14-s0065,4,model-facing/minimal-candidate-snapshots/ow14-s0065.json,4,4,True
3840,ow14-1-r03840,qwen_enriched,enriched,ow14-s0065,4,model-facing/enriched-candidate-snapshots/ow14-s0065.json,4,4,True
3841,ow14-1-r03841,qwen_minimal,minimal,ow14-s0065,5,model-facing/minimal-candidate-snapshots/ow14-s0065.json,4,4,True
3842,ow14-1-r03842,qwen_enriched,enriched,ow14-s0065,5,model-facing/enriched-candidate-snapshots/ow14-s0065.json,4,4,True
